,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,9.02,3.44,4116,16.29,2468,9.77,1648,6.52,-1255,-4.97,-2860,-11.32
1,2015-11-05,8.72,-0.68,-982,-5.27,-407,-2.18,-575,-3.08,215,1.15,767,4.11
2,2015-11-04,8.78,5.66,2093,12.69,922,5.60,1170,7.10,-190,-1.15,-1903,-11.54
3,2015-11-03,8.31,-0.84,-751,-8.74,-381,-4.44,-370,-4.31,-296,-3.45,1047,12.19
4,2015-11-02,8.38,-1.87,-55.78,-0.50,73.50,0.66,-129,-1.17,-862,-7.79,917,8.30
5,2015-10-30,8.54,-0.58,-317,-2.91,108,0.99,-425,-3.90,-250,-2.30,567,5.20
6,2015-10-29,8.59,-0.46,-1072,-7.51,-278,-1.95,-793,-5.56,-310,-2.18,1382,9.68
7,2015-10-28,8.63,-4.75,-4961,-18.86,-1537,-5.84,-3424,-13.02,625,2.38,4336,16.48
8,2015-10-27,9.06,4.74,2144,5.68,1881,4.98,263,0.70,-321,-0.85,-1823,-4.83
9,2015-10-26,8.65,2.00,967,4.47,1218,5.63,-251,-1.16,-345,-1.59,-623,-2.88
10,2015-10-23,8.48,2.91,457,2.50,-681,-3.72,1138,6.21,-346,-1.89,-111,-0.61
11,2015-10-22,8.24,5.51,-184,-1.16,-11.97,-0.08,-172,-1.08,-35.52,-0.22,219,1.38
12,2015-10-21,7.81,-9.92,-2429,-11.84,-718,-3.50,-1711,-8.34,-1016,-4.95,3445,16.79
13,2015-10-20,8.67,2.73,867,4.58,661,3.49,206,1.09,-43.42,-0.23,-824,-4.35
14,2015-10-19,8.44,-2.76,-2141,-11.70,-1171,-6.40,-970,-5.30,-351,-1.92,2492,13.62
15,2015-10-16,8.68,-0.34,-1603,-6.61,121,0.50,-1724,-7.11,-364,-1.50,1967,8.11
16,2015-10-15,8.71,1.04,-3073,-9.84,-1088,-3.48,-1985,-6.36,345,1.11,2728,8.73
17,2015-10-14,8.62,6.42,5039,15.27,2805,8.50,2234,6.77,-1300,-3.94,-3739,-11.33
18,2015-10-13,8.10,-0.25,811,4.71,47.97,0.28,763,4.43,-1165,-6.77,354,2.06
19,2015-10-12,8.12,5.45,-1403,-4.92,-1448,-5.08,44.99,0.16,443,1.55,960,3.37
20,2015-10-09,7.70,10.00,2268,25.04,2458,27.14,-190,-2.10,-901,-9.95,-1367,-15.09
21,2015-09-22,7.00,2.19,349,3.05,142,1.24,207,1.81,-39.36,-0.34,-310,-2.71
22,2015-09-21,6.85,3.63,341,4.79,28.90,0.41,312,4.38,-64.79,-0.91,-276,-3.88
23,2015-09-18,6.61,1.23,-334,-6.17,-8.65,-0.16,-325,-6.01,54.26,1.00,279,5.17
24,2015-09-17,6.53,-2.54,-52.04,-0.51,-88.04,-0.86,36.00,0.35,-17.15,-0.17,69.19,0.68
25,2015-09-16,6.70,10.02,564,7.13,64.02,0.81,500,6.32,449,5.68,-1013,-12.82
26,2015-09-15,6.09,-4.99,-573,-9.71,-62.24,-1.05,-511,-8.65,-544,-9.22,1117,18.93
27,2015-09-14,6.41,-9.85,-958,-10.41,131,1.42,-1089,-11.84,-677,-7.36,1636,17.78
28,2015-09-11,7.11,1.14,6.83,0.10,701,0,6.76,0.10,-398,-5.86,391,5.76
29,2015-09-10,7.03,-3.03,-700,-8.57,-40.46,-0.50,-659,-8.07,-163,-1.99,862,10.56
