,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,10.53,2.03,-437,-1.65,-236,-0.89,-201,-0.76,37.22,0.14,400,1.51
1,2015-11-05,10.32,1.57,-3227,-8.50,-370,-0.97,-2857,-7.52,2752,7.25,474,1.25
2,2015-11-04,10.16,4.31,2288,10.29,1182,5.32,1106,4.97,-1810,-8.14,-478,-2.15
3,2015-11-03,9.74,-0.20,-177,-1.82,249,2.56,-426,-4.37,-1210,-12.44,1387,14.25
4,2015-11-02,9.76,-2.01,-1365,-12.52,-223,-2.04,-1142,-10.47,-452,-4.15,1818,16.66
5,2015-10-30,9.96,-0.90,-205,-1.86,-322,-2.92,118,1.07,-350,-3.18,555,5.04
6,2015-10-29,10.05,0.30,-1341,-7.60,-632,-3.58,-709,-4.02,-86.96,-0.49,1427,8.09
7,2015-10-28,10.02,-1.38,-1413,-7.59,-797,-4.28,-616,-3.31,321,1.72,1092,5.87
8,2015-10-27,10.16,-1.26,-3883,-18.02,-1152,-5.35,-2731,-12.68,1203,5.58,2680,12.44
9,2015-10-26,10.29,1.88,926,5.06,290,1.58,636,3.47,-206,-1.12,-720,-3.93
10,2015-10-23,10.10,4.34,2977,14.72,1609,7.95,1368,6.76,-745,-3.68,-2232,-11.03
11,2015-10-22,9.68,3.42,958,7.52,12.54,0.10,946,7.43,-446,-3.50,-513,-4.02
12,2015-10-21,9.36,-4.78,-1264,-5.88,387,1.80,-1651,-7.68,-343,-1.59,1607,7.47
13,2015-10-20,9.83,1.13,-443,-3.63,-1837,0,-443,-3.63,392,3.21,50.83,0.42
14,2015-10-19,9.72,0.52,-1307,-6.93,-69.67,-0.37,-1237,-6.56,584,3.09,723,3.83
15,2015-10-16,9.67,1.15,-223,-1.42,-594,-3.77,370,2.35,392,2.49,-168,-1.07
16,2015-10-15,9.56,3.35,1414,10.19,773,5.57,641,4.62,-516,-3.72,-898,-6.47
17,2015-10-14,9.25,-2.43,-2139,-19.95,-1067,-9.95,-1072,-10.00,749,6.99,1390,12.96
18,2015-10-13,9.48,-0.42,-681,-6.03,-665,-5.89,-15.93,-0.14,345,3.06,336,2.98
19,2015-10-12,9.52,4.96,1447,8.53,1720,10.14,-273,-1.61,-1049,-6.18,-397,-2.34
20,2015-10-09,9.07,1.68,1075,12.25,260,2.97,815,9.29,-442,-5.04,-633,-7.22
21,2015-10-08,8.92,3.84,897,10.76,486,5.83,411,4.93,-187,-2.25,-710,-8.51
22,2015-09-30,8.59,0.70,-283,-7.60,-95.95,-2.58,-187,-5.02,408,10.97,-125,-3.36
23,2015-09-29,8.53,-2.63,-276,-5.20,54.38,1.03,-330,-6.23,-89.20,-1.68,365,6.89
24,2015-09-28,8.76,1.27,160,3.64,-22.42,-0.51,183,4.15,-162,-3.67,1.56,0.04
25,2015-09-25,8.65,-2.70,-567,-7.00,-533,-6.58,-34.07,-0.42,-70.80,-0.87,638,7.88
26,2015-09-24,8.89,1.25,-843,-11.36,-240,-3.23,-604,-8.14,483,6.51,360,4.86
27,2015-09-23,8.78,-2.55,-675,-7.98,-289,-3.42,-385,-4.56,-32.04,-0.38,707,8.36
28,2015-09-22,9.01,0.33,-491,-4.83,-28.64,-0.28,-462,-4.55,649,6.38,-158,-1.55
29,2015-09-21,8.98,2.75,700,9.11,0,0,700,9.11,-231,-3.01,-469,-6.10
