,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,10.99,3.10,1831,6.73,1011,3.71,820,3.01,-773,-2.84,-1058,-3.89
1,2015-11-05,10.66,1.33,26.95,0.10,-914,-3.53,941,3.64,567,2.19,-594,-2.29
2,2015-11-04,10.52,5.20,2568,14.11,-474,-2.60,3042,16.71,-989,-5.44,-1579,-8.67
3,2015-11-03,10.00,-0.60,-1573,-13.92,-981,-8.68,-592,-5.24,886,7.85,686,6.07
4,2015-11-02,10.06,-3.92,-1438,-10.28,-804,-5.75,-634,-4.53,71.42,0.51,1367,9.77
5,2015-10-30,10.47,-1.51,-1357,-7.59,-1188,-6.65,-170,-0.95,970,5.43,388,2.17
6,2015-10-29,10.63,0.19,327,1.39,-259,-1.10,586,2.49,-326,-1.39,-1.04,0
7,2015-10-28,10.61,0.47,-157,-0.49,-1511,-4.71,1354,4.22,889,2.77,-732,-2.28
8,2015-10-27,10.56,0.19,-1000,-4.61,-2187,-10.08,1187,5.47,485,2.23,515,2.38
9,2015-10-26,10.54,0.48,-716,-3.77,-1276,-6.71,560,2.94,713,3.75,3.69,0.02
10,2015-10-23,10.49,1.94,752,2.62,-1410,-4.91,2162,7.52,752,2.62,-1504,-5.23
11,2015-10-22,10.29,7.75,-887,-3.48,-272,-1.07,-614,-2.41,1248,4.90,-361,-1.42
12,2015-10-21,9.55,-9.99,-1616,-5.14,-703,-2.23,-913,-2.90,13.52,0.04,1603,5.09
13,2015-10-20,10.61,-0.09,215,0.99,-615,-2.83,830,3.83,-178,-0.82,-37.22,-0.17
14,2015-10-19,10.62,2.12,-6126,-16.40,-5072,-13.58,-1054,-2.82,2063,5.52,4064,10.88
15,2015-10-16,10.40,2.97,2086,6.72,2957,9.52,-871,-2.80,-370,-1.19,-1716,-5.52
16,2015-10-15,10.10,2.12,-1918,-8.13,-3461,-14.68,1543,6.54,1611,6.83,307,1.30
17,2015-10-14,9.89,-2.37,-642,-3.09,-1082,-5.21,440,2.12,241,1.16,401,1.93
18,2015-10-13,10.13,3.37,611,2.36,1053,4.05,-441,-1.70,-473,-1.82,-138,-0.53
19,2015-10-12,9.80,6.87,2193,6.59,392,1.18,1801,5.41,-1612,-4.84,-582,-1.75
20,2015-10-09,9.17,5.40,520,2.21,382,1.62,138,0.59,-678,-2.88,158,0.67
21,2015-10-08,8.70,4.95,1292,8.64,-435,-2.91,1727,11.54,-355,-2.38,-937,-6.26
22,2015-09-30,8.29,0.24,287,4.69,-339,-5.55,626,10.23,-93.16,-1.52,-193,-3.16
23,2015-09-29,8.27,-1.08,-887,-10.71,-453,-5.47,-434,-5.24,440,5.31,447,5.39
24,2015-09-28,8.36,3.21,238,3.20,340,4.56,-102,-1.36,-162,-2.17,-76.67,-1.03
25,2015-09-25,8.10,-7.00,-3853,-27.09,-1271,-8.94,-2582,-18.15,980,6.89,2873,20.19
26,2015-09-24,8.71,4.44,999,6.70,1078,7.23,-78.52,-0.53,-433,-2.90,-567,-3.80
27,2015-09-23,8.34,-2.68,-125,-1.25,-196,-1.97,71.35,0.72,-396,-3.98,520,5.23
28,2015-09-22,8.57,-1.27,-788,-5.21,-373,-2.47,-415,-2.75,342,2.26,446,2.95
29,2015-09-21,8.68,4.70,344,2.34,142,0.96,202,1.37,-20.81,-0.14,-323,-2.19
