,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,11.54,4.62,1135,6.62,431,2.51,704,4.11,-1203,-7.02,67.66,0.39
1,2015-11-05,11.03,-2.13,-1760,-11.75,90.04,0.60,-1850,-12.35,540,3.61,1220,8.14
2,2015-11-04,11.27,7.74,1559,9.77,1371,8.59,188,1.18,-571,-3.58,-988,-6.19
3,2015-11-03,10.46,0.67,-335,-4.04,133,1.60,-468,-5.64,152,1.84,183,2.20
4,2015-11-02,10.39,-4.06,-744,-7.37,-145,-1.44,-599,-5.93,-228,-2.26,972,9.63
5,2015-10-30,10.83,-0.82,-426,-3.63,-354,-3.02,-72.41,-0.62,360,3.07,66.50,0.57
6,2015-10-29,10.92,3.02,606,4.22,-30.97,-0.22,637,4.43,272,1.89,-878,-6.11
7,2015-10-28,10.60,-1.58,65.08,0.42,-77.04,-0.49,142,0.91,-477,-3.04,412,2.63
8,2015-10-27,10.77,0,-30.69,-0.23,55.16,0.41,-85.85,-0.64,-345,-2.56,376,2.79
9,2015-10-26,10.77,2.47,-50.81,-0.32,201,1.29,-252,-1.61,-167,-1.07,218,1.39
10,2015-10-23,10.51,4.79,965,7.06,579,4.24,386,2.82,-447,-3.27,-518,-3.79
11,2015-10-22,10.03,5.36,535,4.94,-396,-3.65,931,8.58,-81.40,-0.75,-454,-4.19
12,2015-10-21,9.52,-9.93,-2091,-12.33,-452,-2.66,-1639,-9.66,16.06,0.09,2075,12.23
13,2015-10-20,10.57,3.02,415,3.41,229,1.89,185,1.52,-158,-1.30,-257,-2.11
14,2015-10-19,10.26,-1.54,-1368,-10.59,-208,-1.61,-1159,-8.98,565,4.38,803,6.21
15,2015-10-16,10.42,1.56,-874,-6.12,-410,-2.87,-464,-3.25,349,2.45,525,3.68
16,2015-10-15,10.26,3.43,283,2.44,339,2.92,-55.74,-0.48,-168,-1.45,-114,-0.99
17,2015-10-14,9.92,-4.15,-915,-6.00,-770,-5.05,-145,-0.95,-435,-2.85,1350,8.85
18,2015-10-13,10.35,6.81,1712,9.47,989,5.47,723,4.00,-925,-5.11,-787,-4.35
19,2015-10-12,9.69,4.98,-366,-3.29,-72.55,-0.65,-293,-2.64,70.49,0.63,296,2.66
20,2015-10-09,9.23,1.88,54.73,0.68,110,1.37,-55.27,-0.69,227,2.83,-282,-3.51
21,2015-10-08,9.06,4.26,-337,-3.53,24.89,0.26,-361,-3.79,362,3.79,-25.52,-0.27
22,2015-09-30,8.69,0.12,-159,-3.07,0,0,-159,-3.07,123,2.37,36.06,0.69
23,2015-09-29,8.68,-0.69,-5.33,-0.10,-12.14,-0.22,6.80,0.12,-167,-3.02,172,3.12
24,2015-09-28,8.74,4.05,550,10.60,101,1.94,450,8.66,-258,-4.98,-292,-5.62
25,2015-09-25,8.40,-5.83,-1218,-12.85,101,1.07,-1319,-13.91,375,3.96,843,8.89
26,2015-09-24,8.92,2.18,38.65,0.56,0,0,38.65,0.56,-27.26,-0.39,-11.39,-0.16
27,2015-09-23,8.73,0.23,-92.22,-0.98,263,2.78,-355,-3.76,-13.82,-0.15,106,1.12
28,2015-09-22,8.71,0.46,-992,-8.69,-438,-3.83,-555,-4.86,500,4.38,492,4.31
29,2015-09-21,8.67,5.35,370,4.69,-36.29,-0.46,406,5.14,-51.51,-0.65,-318,-4.03
