,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,5.92,2.07,456,2.97,1173,7.63,-717,-4.66,-199,-1.30,-257,-1.67
1,2015-11-05,5.80,1.75,-1132,-5.95,41.72,0.22,-1174,-6.17,363,1.91,769,4.05
2,2015-11-04,5.70,4.97,699,6.41,769,7.05,-69.86,-0.64,-36.58,-0.34,-662,-6.07
3,2015-11-03,5.43,-1.99,-1164,-23.18,-737,-14.68,-426,-8.49,229,4.56,935,18.61
4,2015-11-02,5.54,-2.64,-1405,-18.82,198,2.66,-1603,-21.48,-69.67,-0.93,1474,19.76
5,2015-10-30,5.69,-0.35,452,6.69,790,11.71,-339,-5.02,-508,-7.53,56.10,0.83
6,2015-10-29,5.71,0.88,412,9.44,151,3.45,262,5.99,-307,-7.02,-106,-2.42
7,2015-10-28,5.66,-2.08,-326,-5.02,-68.45,-1.05,-258,-3.97,157,2.42,169,2.60
8,2015-10-27,5.78,-0.17,-193,-1.90,-558,-5.50,365,3.59,-273,-2.69,466,4.59
9,2015-10-26,5.79,1.94,445,4.27,721,6.92,-276,-2.65,-75.71,-0.73,-369,-3.55
10,2015-10-23,5.68,3.09,405,4.97,330,4.04,75.74,0.93,-121,-1.49,-284,-3.49
11,2015-10-22,5.51,2.04,148,2.71,97.31,1.78,50.68,0.93,-265,-4.86,117,2.15
12,2015-10-21,5.40,-6.57,-667,-7.36,139,1.53,-806,-8.89,-252,-2.77,919,10.13
13,2015-10-20,5.78,2.12,677,11.08,151,2.47,526,8.61,-93.93,-1.54,-583,-9.54
14,2015-10-19,5.66,-0.70,94.41,1.34,337,4.80,-242,-3.45,300,4.27,-394,-5.62
15,2015-10-16,5.70,0.71,-303,-3.42,-31.93,-0.36,-271,-3.06,92.83,1.05,210,2.37
16,2015-10-15,5.66,3.28,1227,17.82,509,7.39,718,10.43,-363,-5.28,-863,-12.54
17,2015-10-14,5.48,-2.14,-162,-2.43,-194,-2.91,31.96,0.48,-18.67,-0.28,180,2.71
18,2015-10-13,5.60,2.00,367,4.40,1.39,0.02,366,4.38,-248,-2.97,-119,-1.43
19,2015-10-12,5.49,4.17,982,11.74,406,4.85,576,6.89,-534,-6.39,-447,-5.35
20,2015-10-09,5.27,0.76,-91.55,-1.88,-26.45,-0.54,-65.10,-1.34,112,2.31,-20.51,-0.42
21,2015-10-08,5.23,3.56,1057,21.59,595,12.15,462,9.44,-593,-12.11,-464,-9.48
22,2015-09-30,5.05,0.20,-263,-12.77,-211,-10.25,-51.89,-2.52,14.89,0.72,248,12.05
23,2015-09-29,5.04,-1.18,-296,-8.48,-1.05,-0.03,-295,-8.45,-215,-6.16,510,14.64
24,2015-09-28,5.10,1.19,125,5.76,0,0,125,5.76,-27.51,-1.27,-97.25,-4.49
25,2015-09-25,5.04,-2.70,-587,-17.48,-203,-6.05,-384,-11.43,-159,0,587,17.48
26,2015-09-24,5.18,1.17,319,9.46,150,4.45,169,5.01,-209,-6.18,-110,-3.28
27,2015-09-23,5.12,-1.92,-387,-11.84,-5.27,-0.16,-382,-11.68,-23.29,-0.71,411,12.55
28,2015-09-22,5.22,0.58,214,5.45,0,0,214,5.45,-122,-3.10,-92.34,-2.35
29,2015-09-21,5.19,2.17,-27.38,-0.65,0,0,-27.38,-0.65,103,2.45,-75.52,-1.80
