,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,12.44,1.06,-148,-0.50,-1099,-3.71,951,3.21,332,1.12,-184,-0.62
1,2015-11-05,12.31,1.65,1925,6.48,761,2.56,1165,3.92,-852,-2.87,-1073,-3.61
2,2015-11-04,12.11,6.13,2715,13.37,1972,9.71,743,3.66,-1452,-7.15,-1263,-6.22
3,2015-11-03,11.41,-1.55,-1581,-12.90,-459,-3.75,-1122,-9.16,498,4.07,1083,8.84
4,2015-11-02,11.59,-4.37,-1568,-10.64,-449,-3.05,-1119,-7.59,85.61,0.58,1483,10.06
5,2015-10-30,12.12,1.08,1406,6.01,817,3.49,589,2.52,-1278,-5.46,-128,-0.55
6,2015-10-29,11.99,1.87,1441,8.01,481,2.67,960,5.34,-441,-2.45,-1000,-5.56
7,2015-10-28,11.77,-3.60,-1500,-7.21,-161,-0.77,-1339,-6.43,-172,-0.83,1672,8.03
8,2015-10-27,12.21,-0.81,-2263,-7.86,-207,-0.72,-2056,-7.14,689,2.40,1573,5.47
9,2015-10-26,12.31,0.57,-3205,-8.62,-2518,-6.77,-687,-1.85,1480,3.98,1725,4.64
10,2015-10-23,12.24,3.12,-625,-1.74,-600,-1.67,-24.56,-0.07,-196,-0.54,821,2.28
11,2015-10-22,11.87,3.94,-732,-3.06,-842,-3.51,109,0.46,333,1.39,399,1.67
12,2015-10-21,11.42,-9.87,-3105,-8.74,-436,-1.23,-2670,-7.51,-684,-1.92,3789,10.66
13,2015-10-20,12.67,-1.02,-3253,-9.52,-3766,-11.02,513,1.50,1631,4.77,1622,4.75
14,2015-10-19,12.80,6.76,-1296,-2.85,1915,4.21,-3211,-7.06,372,0.82,924,2.03
15,2015-10-16,11.99,1.70,-782,-3.11,-129,-0.51,-653,-2.60,183,0.73,599,2.38
16,2015-10-15,11.79,3.06,706,3.28,-298,-1.39,1004,4.67,-313,-1.46,-393,-1.83
17,2015-10-14,11.44,-2.22,-799,-4.06,-32.87,-0.17,-767,-3.90,-53.93,-0.27,853,4.34
18,2015-10-13,11.70,0.34,-196,-0.87,421,1.87,-617,-2.74,-438,-1.95,635,2.82
19,2015-10-12,11.66,4.11,-662,-2.23,-733,-2.47,71.01,0.24,826,2.78,-165,-0.55
20,2015-10-09,11.20,0.54,-646,-3.05,-55.12,-0.26,-591,-2.79,433,2.05,213,1.01
21,2015-10-08,11.14,2.01,-3100,-6.50,-1566,-3.29,-1534,-3.22,98.02,0.21,3002,6.30
22,2015-09-30,10.92,5.61,5001,10.63,6027,12.82,-1026,-2.18,-3253,-6.92,-1748,-3.72
23,2015-09-29,10.34,-3.54,-254,-3.62,511,7.27,-765,-10.89,-269,-3.83,523,7.44
24,2015-09-28,10.72,1.71,70.85,0.73,-529,-5.48,599,6.21,112,1.16,-182,-1.89
25,2015-09-25,10.54,0,352,2.60,83.08,0.61,268,1.98,-210,-1.55,-141,-1.04
26,2015-09-24,10.54,1.84,601,8.36,344,4.78,257,3.57,-458,-6.38,-142,-1.98
27,2015-09-23,10.35,-3.63,-302,-2.34,54.30,0.42,-356,-2.77,303,2.36,-1.69,-0.01
28,2015-09-22,10.74,2.09,888,7.16,-85.82,-0.69,974,7.85,-203,-1.63,-685,-5.52
29,2015-09-21,10.52,3.04,230,2.99,-72.37,-0.94,302,3.94,-84.88,-1.11,-145,-1.89
