,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,8.34,0.85,-197,-1.30,-50.54,-0.33,-146,-0.96,1074,7.09,-877,-5.79
1,2015-11-05,8.27,3.38,-1315,-4.51,481,1.65,-1795,-6.17,1313,4.51,2.05,0.01
2,2015-11-04,8.00,10.04,2289,9.22,1929,7.77,360,1.45,-1250,-5.04,-1039,-4.19
3,2015-11-03,7.27,7.54,1716,12.54,382,2.79,1335,9.75,-1023,-7.47,-693,-5.06
4,2015-11-02,6.76,0.15,-124,-1.42,-289,-3.30,165,1.88,-61.88,-0.71,186,2.13
5,2015-10-30,6.75,-2.60,-32.83,-0.43,0,0,-32.83,-0.43,-65.49,-0.86,98.32,1.29
6,2015-10-29,6.93,5.48,-51.61,-0.42,-39.18,-0.32,-12.43,-0.10,-50.98,-0.41,103,0.83
7,2015-10-28,6.57,2.98,855,10.19,137,1.63,718,8.56,-367,-4.37,-489,-5.82
8,2015-10-27,6.38,-0.93,-272,-7.86,0,0,-272,-7.86,-102,-2.95,373,10.81
9,2015-10-26,6.44,0.31,-159,-3.95,-1.95,-0.05,-157,-3.90,18.66,0.46,140,3.48
10,2015-10-23,6.42,2.23,656,14.54,347,7.69,309,6.85,-251,-5.57,-405,-8.97
11,2015-10-22,6.28,1.78,-468,-12.04,-100,-2.57,-368,-9.46,292,7.51,176,4.52
12,2015-10-21,6.17,-4.78,-93.59,-1.46,61.01,0.95,-155,-2.41,-47.53,-0.74,141,2.20
13,2015-10-20,6.48,2.05,690,16.93,393,9.64,297,7.29,-452,-11.10,-238,-5.83
14,2015-10-19,6.35,-1.40,-339,-8.26,-8987,-0.02,-338,-8.24,131,3.19,208,5.07
15,2015-10-16,6.44,0.94,-50.31,-1.01,-2594,-0.01,-50.05,-1.00,294,5.87,-244,-4.87
16,2015-10-15,6.38,3.57,50.37,1.08,86.48,1.85,-36.11,-0.77,250,5.34,-300,-6.42
17,2015-10-14,6.16,-2.38,-170,-3.83,-77.69,-1.76,-91.92,-2.08,-134,-3.04,304,6.87
18,2015-10-13,6.31,0.48,26.60,0.58,-339,-7.37,366,7.95,111,2.42,-138,-3.00
19,2015-10-12,6.28,4.15,250,4.69,20.54,0.39,229,4.31,49.50,0.93,-299,-5.62
20,2015-10-09,6.03,1.01,49.87,1.75,21.49,0.75,28.38,1.00,70.92,2.49,-121,-4.24
21,2015-10-08,5.97,3.29,-11.09,-0.34,0,0,-11.09,-0.34,-113,-3.44,124,3.78
22,2015-09-30,5.78,0.70,-201,-13.09,-33.42,-2.17,-168,-10.92,10.32,0.67,191,12.42
23,2015-09-29,5.74,-2.21,-50.23,-3.79,0,0,-50.23,-3.79,-122,-9.22,173,13.01
24,2015-09-28,5.87,0.86,138,9.25,0,0,138,9.25,-79.34,-5.31,-59.01,-3.95
25,2015-09-25,5.82,-2.02,-358,-14.85,-39.85,-1.65,-319,-13.20,12.43,0.52,346,14.34
26,2015-09-24,5.94,1.02,1.65,0.10,0,0,1.65,0.10,-1.27,-0.07,-3755,-0.02
27,2015-09-23,5.88,-2.65,-294,-12.60,44.00,1.88,-338,-14.48,95.77,4.10,199,8.50
28,2015-09-22,6.04,0.67,64.51,2.28,0,0,64.51,2.28,-68.04,-2.41,3.54,0.12
29,2015-09-21,6.00,1.69,47.46,1.77,-19.29,-0.72,66.75,2.49,98.16,3.66,-146,-5.43
