,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,10.36,3.70,6150,10.13,5474,9.02,676,1.11,-1820,-3.00,-4330,-7.13
1,2015-11-05,9.99,0.30,2645,5.58,2315,4.89,330,0.70,-1613,-3.40,-1032,-2.18
2,2015-11-04,9.96,6.52,5000,13.62,3024,8.24,1976,5.38,-1332,-3.63,-3667,-9.99
3,2015-11-03,9.35,-1.37,-1291,-7.05,-403,-2.20,-888,-4.85,-248,-1.35,1538,8.40
4,2015-11-02,9.48,-0.52,-1252,-4.98,-667,-2.66,-585,-2.33,510,2.03,742,2.95
5,2015-10-30,9.53,-2.76,-2314,-8.25,-1044,-3.72,-1270,-4.53,439,1.56,1876,6.69
6,2015-10-29,9.80,-0.71,-2031,-6.54,-553,-1.78,-1478,-4.76,-418,-1.35,2449,7.89
7,2015-10-28,9.87,-4.36,-4626,-13.03,-2291,-6.46,-2335,-6.58,-547,-1.54,5173,14.57
8,2015-10-27,10.32,0.39,-3817,-7.44,137,0.27,-3954,-7.71,1046,2.04,2771,5.40
9,2015-10-26,10.28,-1.72,-7907,-10.40,-2252,-2.96,-5655,-7.44,271,0.36,7637,10.05
10,2015-10-23,10.46,3.36,-9841,-11.06,-1348,-1.51,-8493,-9.54,3263,3.67,6578,7.39
11,2015-10-22,10.12,10.00,2654,3.63,2455,3.36,199,0.27,-1060,-1.45,-1594,-2.18
12,2015-10-21,9.20,-9.72,-5469,-7.62,-1518,-2.12,-3952,-5.51,916,1.28,4553,6.35
13,2015-10-20,10.19,5.16,606,0.93,-690,-1.06,1296,1.99,-1127,-1.73,521,0.80
14,2015-10-19,9.69,6.25,-4540,-6.75,-2113,-3.14,-2427,-3.61,1111,1.65,3429,5.10
15,2015-10-16,9.12,0,-2942,-6.98,-1974,-4.68,-968,-2.30,709,1.68,2233,5.30
16,2015-10-15,9.12,2.93,1626,4.08,1080,2.71,546,1.37,-843,-2.11,-783,-1.96
17,2015-10-14,8.86,-3.17,-9760,-17.05,-4620,-8.07,-5139,-8.98,2600,4.54,7160,12.51
18,2015-10-13,9.15,7.14,-10000.0,-13.00,-6183,-8.01,-3850,-4.99,3238,4.20,6795,8.81
19,2015-10-12,8.54,5.96,-495,-1.13,-1478,-3.39,983,2.25,25.41,0.06,470,1.08
20,2015-10-09,8.06,9.96,9240,33.21,10300.0,37.16,-1098,-3.95,-4582,-16.47,-4658,-16.74
21,2015-10-08,7.33,3.97,1143,10.80,505,4.77,638,6.02,174,1.65,-1318,-12.44
22,2015-09-30,7.05,0,-392,-7.64,0,0,-392,-7.64,-582,-11.34,974,18.98
23,2015-09-29,7.05,-4.34,-936,-12.32,-226,-2.98,-710,-9.34,54.57,0.72,882,11.60
24,2015-09-28,7.37,4.99,1111,10.47,1433,13.49,-321,-3.03,-199,-1.88,-912,-8.59
25,2015-09-25,7.02,-3.44,-1238,-15.98,-497,-6.41,-741,-9.57,-278,-3.59,1517,19.57
26,2015-09-24,7.27,1.54,-457,-6.89,-103,-1.55,-354,-5.34,267,4.02,190,2.87
27,2015-09-23,7.16,-3.50,-979,-10.72,-343,-3.76,-636,-6.97,-45.47,-0.50,1024,11.22
28,2015-09-22,7.42,0.95,1344,9.23,619,4.25,725,4.98,124,0.85,-1468,-10.08
29,2015-09-21,7.35,3.38,748,6.12,286,2.34,462,3.78,-177,-1.45,-571,-4.67
