,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,8.91,1.83,602,1.56,-289,-0.75,891,2.30,-1675,-4.33,1072,2.77
1,2015-11-05,8.75,0.11,-840,-1.70,968,1.96,-1808,-3.66,438,0.89,402,0.81
2,2015-11-04,8.74,3.07,-1482,-2.94,-1663,-3.30,181,0.36,281,0.56,1201,2.38
3,2015-11-03,8.48,5.47,3118,5.43,3138,5.46,-19.61,-0.03,-1761,-3.06,-1357,-2.36
4,2015-11-02,8.04,1.01,-593,-1.88,1023,3.25,-1616,-5.13,-1032,-3.28,1625,5.16
5,2015-10-30,7.96,-0.38,31.28,0.13,-200,-0.82,232,0.95,-901,-3.70,870,3.57
6,2015-10-29,7.99,1.14,-764,-4.14,-1016,-5.50,252,1.37,-60.23,-0.33,824,4.46
7,2015-10-28,7.90,-4.82,-4401,-17.17,-1266,-4.94,-3135,-12.23,586,2.29,3815,14.89
8,2015-10-27,8.30,-1.54,-3372,-9.59,-1294,-3.68,-2077,-5.91,1344,3.82,2027,5.76
9,2015-10-26,8.43,2.80,240,0.55,1359,3.13,-1119,-2.58,-965,-2.22,725,1.67
10,2015-10-23,8.20,3.40,2685,6.47,1706,4.11,979,2.36,-1119,-2.70,-1567,-3.78
11,2015-10-22,7.93,1.41,-548,-1.94,333,1.18,-881,-3.12,-149,-0.53,697,2.47
12,2015-10-21,7.82,-4.63,-2938,-6.49,-1612,-3.56,-1326,-2.93,-404,-0.89,3342,7.38
13,2015-10-20,8.20,4.06,1629,4.68,255,0.73,1374,3.95,-1369,-3.94,-259,-0.75
14,2015-10-19,7.88,0,-121,-0.39,853,2.72,-974,-3.11,-255,-0.81,376,1.20
15,2015-10-16,7.88,0.51,694,2.02,-495,-1.44,1188,3.46,-1686,-4.91,992,2.89
16,2015-10-15,7.84,3.84,2417,6.70,361,1.00,2056,5.70,-1157,-3.21,-1260,-3.49
17,2015-10-14,7.55,-3.70,-5691,-16.73,-2943,-8.65,-2749,-8.08,756,2.22,4935,14.51
18,2015-10-13,7.84,-1.38,-4038,-12.73,-1828,-5.76,-2211,-6.97,290,0.91,3748,11.81
19,2015-10-12,7.95,5.86,959,2.30,639,1.54,320,0.77,-848,-2.04,-110,-0.27
20,2015-10-09,7.51,3.02,1076,2.88,999,2.67,77.42,0.21,-2098,-5.61,1022,2.73
21,2015-10-08,7.29,5.96,-3717,-7.06,-2578,-4.89,-1139,-2.16,1520,2.89,2197,4.17
22,2015-09-30,6.88,10.08,4740,16.05,5730,19.41,-990,-3.35,-1587,-5.38,-3153,-10.68
23,2015-09-29,6.25,-4.14,-480,-4.16,-226,-1.96,-254,-2.20,542,4.69,-61.44,-0.53
24,2015-09-28,6.52,-48.86,-654,-9.31,0,0,-654,-9.31,-52.86,-0.75,707,10.06
25,2015-09-25,12.75,-9.77,-4923,-18.00,-1001,-3.66,-3921,-14.34,1383,5.06,3540,12.94
26,2015-09-24,14.13,2.10,-1687,-6.76,-237,-0.95,-1451,-5.81,529,2.12,1159,4.64
27,2015-09-23,13.84,-0.14,-1380,-4.97,-303,-1.09,-1077,-3.88,-371,-1.34,1751,6.31
28,2015-09-22,13.86,10.00,4291,12.19,4768,13.55,-477,-1.35,-2353,-6.68,-1938,-5.51
29,2015-09-21,12.60,4.22,-72.17,-0.42,-621,-3.62,548,3.20,325,1.89,-253,-1.47
