,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,9.30,1.42,1922,4.77,-759,-1.88,2680,6.66,-1855,-4.61,-66.98,-0.17
1,2015-11-05,9.17,-0.86,-1291,-2.60,-2836,-5.70,1545,3.11,-203,-0.41,1494,3.00
2,2015-11-04,9.25,6.20,6427,13.02,2964,6.01,3463,7.02,-5194,-10.52,-1233,-2.50
3,2015-11-03,8.71,0.58,-197,-0.60,-577,-1.77,380,1.16,-134,-0.41,331,1.01
4,2015-11-02,8.66,-4.52,-883,-2.87,-856,-2.79,-26.32,-0.09,-905,-2.95,1788,5.82
5,2015-10-30,9.07,1.34,2141,4.06,-803,-1.52,2944,5.58,-1833,-3.47,-308,-0.58
6,2015-10-29,8.95,5.29,5632,11.87,923,1.95,4709,9.92,-4540,-9.56,-1092,-2.30
7,2015-10-28,8.50,0.59,100,0.43,688,2.96,-587,-2.53,-461,-1.98,360,1.55
8,2015-10-27,8.45,-0.59,-1839,-8.00,-323,-1.41,-1516,-6.60,977,4.25,863,3.75
9,2015-10-26,8.50,0.12,-950,-3.51,1045,3.86,-1995,-7.37,148,0.55,801,2.96
10,2015-10-23,8.49,3.92,2386,9.11,-709,-2.71,3095,11.82,-880,-3.36,-1506,-5.75
11,2015-10-22,8.17,2.90,534,2.45,-178,-0.82,712,3.27,-57.82,-0.27,-476,-2.18
12,2015-10-21,7.94,-9.98,-4772,-15.28,-2508,-8.03,-2264,-7.25,1396,4.47,3376,10.81
13,2015-10-20,8.82,-1.12,603,1.83,-1399,-4.24,2002,6.07,-3115,-9.44,2512,7.62
14,2015-10-19,8.92,0.22,-1383,-2.77,-999,-2.00,-384,-0.77,-178,-0.36,1561,3.13
15,2015-10-16,8.90,3.37,2924,5.56,2864,5.45,60.35,0.11,-2937,-5.59,13.11,0.02
16,2015-10-15,8.61,5.00,4897,12.08,672,1.66,4225,10.42,-4205,-10.37,-693,-1.71
17,2015-10-14,8.20,-2.84,259,0.91,-289,-1.01,548,1.92,-251,-0.88,-7.71,-0.03
18,2015-10-13,8.44,3.43,1531,4.15,1132,3.07,399,1.08,-1646,-4.47,115,0.31
19,2015-10-12,8.16,5.02,4073,11.84,98.25,0.29,3975,11.56,-4245,-12.34,172,0.50
20,2015-10-09,7.77,4.16,1886,6.71,660,2.35,1226,4.36,-966,-3.44,-920,-3.27
21,2015-10-08,7.46,4.48,2369,11.07,21.88,0.10,2347,10.97,-832,-3.89,-1537,-7.18
22,2015-09-30,7.14,-0.83,-21.48,-0.16,73.35,0.56,-94.82,-0.72,-487,-3.70,508,3.86
23,2015-09-29,7.20,2.42,1426,7.03,106,0.52,1320,6.51,-511,-2.52,-915,-4.51
24,2015-09-28,7.03,3.53,357,4.94,-116,-1.61,473,6.56,148,2.05,-505,-7.00
25,2015-09-25,6.79,-3.41,-1272,-11.58,-141,-1.28,-1131,-10.30,468,4.26,804,7.32
26,2015-09-24,7.03,2.33,-349,-4.53,-96.29,-1.25,-253,-3.28,327,4.23,22.99,0.30
27,2015-09-23,6.87,-4.72,-1826,-14.89,-1253,-10.22,-573,-4.67,425,3.47,1401,11.42
28,2015-09-22,7.21,2.27,1083,7.05,307,2.00,776,5.06,-512,-3.33,-571,-3.72
29,2015-09-21,7.05,4.44,925,8.69,365,3.43,560,5.26,-44.16,-0.41,-881,-8.28
