,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,9.77,2.41,1050,5.79,206,1.14,843,4.65,134,0.74,-1184,-6.53
1,2015-11-05,9.54,-0.10,-1987,-11.98,-459,-2.77,-1528,-9.22,1115,6.73,872,5.26
2,2015-11-04,9.55,5.18,690,4.89,299,2.12,391,2.77,401,2.85,-1091,-7.74
3,2015-11-03,9.08,-2.37,-1539,-16.44,-345,-3.69,-1193,-12.75,148,1.58,1391,14.86
4,2015-11-02,9.30,-2.41,-1648,-13.52,28.16,0.23,-1676,-13.75,727,5.97,920,7.55
5,2015-10-30,9.53,0.32,735,4.28,546,3.18,189,1.10,238,1.39,-973,-5.67
6,2015-10-29,9.50,1.60,1900,11.13,570,3.34,1330,7.80,-1245,-7.30,-654,-3.83
7,2015-10-28,9.35,-6.03,-3874,-16.70,-2111,-9.10,-1763,-7.60,559,2.41,3315,14.29
8,2015-10-27,9.95,3.32,606,2.04,-505,-1.70,1111,3.75,-128,-0.43,-478,-1.61
9,2015-10-26,9.63,-2.43,-4052,-10.57,-2478,-6.47,-1574,-4.11,892,2.33,3159,8.25
10,2015-10-23,9.87,10.03,1085,2.52,1586,3.68,-501,-1.16,-610,-1.41,-475,-1.10
11,2015-10-22,8.97,8.86,-705,-3.52,-292,-1.46,-413,-2.06,841,4.19,-136,-0.68
12,2015-10-21,8.24,-7.83,-1753,-8.26,-465,-2.19,-1288,-6.07,448,2.11,1305,6.15
13,2015-10-20,8.94,3.95,2007,10.44,1694,8.81,313,1.63,-960,-4.99,-1047,-5.45
14,2015-10-19,8.60,-0.35,-230,-1.59,250,1.73,-480,-3.32,19.81,0.14,210,1.46
15,2015-10-16,8.63,0.35,-1419,-9.30,-720,-4.72,-699,-4.58,501,3.28,918,6.01
16,2015-10-15,8.60,4.24,2254,15.70,548,3.82,1705,11.88,-712,-4.96,-1542,-10.74
17,2015-10-14,8.25,-2.48,-1640,-13.46,-293,-2.41,-1347,-11.05,396,3.25,1245,10.21
18,2015-10-13,8.46,0.59,-150,-1.30,52.59,0.46,-203,-1.76,125,1.08,25.05,0.22
19,2015-10-12,8.41,5.12,1107,7.59,127,0.87,981,6.72,-523,-3.59,-584,-4.00
20,2015-10-09,8.00,1.27,603,5.25,-46.44,-0.40,649,5.66,-388,-3.38,-215,-1.87
21,2015-10-08,7.90,5.33,-145,-1.08,271,2.03,-415,-3.11,-62.21,-0.47,207,1.55
22,2015-09-30,7.50,1.63,307,6.38,-212,-4.39,519,10.77,-4.63,-0.10,-303,-6.28
23,2015-09-29,7.38,-2.12,-478,-9.08,2.52,0.05,-481,-9.13,-44.09,-0.84,522,9.92
24,2015-09-28,7.54,3.15,182,3.08,29.97,0.51,152,2.57,385,6.50,-568,-9.58
25,2015-09-25,7.31,-4.57,-426,-5.13,-26.86,-0.32,-399,-4.81,-452,-5.44,878,10.57
26,2015-09-24,7.66,1.19,-277,-3.17,-97.86,-1.12,-179,-2.05,200,2.30,76.26,0.87
27,2015-09-23,7.57,-1.69,-797,-6.15,-539,-4.16,-257,-1.98,-399,-3.08,1196,9.23
28,2015-09-22,7.70,2.67,659,4.89,587,4.36,72.35,0.54,62.42,0.46,-722,-5.36
29,2015-09-21,7.50,3.02,2.38,0.03,-307,-3.23,309,3.25,439,4.62,-441,-4.64
