,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,11.18,0.81,3927,5.91,5352,8.06,-1425,-2.15,-2720,-4.09,-1208,-1.82
1,2015-11-05,11.09,2.78,5414,4.48,4906,4.06,508,0.42,-2557,-2.12,-2857,-2.36
2,2015-11-04,10.79,3.25,506,1.06,-1572,-3.28,2077,4.34,-255,-0.53,-250,-0.52
3,2015-11-03,10.45,-0.19,-1074,-5.79,-1128,-6.08,53.25,0.29,863,4.65,212,1.14
4,2015-11-02,10.47,-1.69,-4489,-14.90,-4940,-16.39,450,1.49,1367,4.54,3122,10.36
5,2015-10-30,10.65,-1.02,-2318,-6.22,-1946,-5.22,-372,-1.00,1090,2.92,1228,3.30
6,2015-10-29,10.76,0.19,-7015,-16.03,-5803,-13.26,-1212,-2.77,3338,7.63,3677,8.40
7,2015-10-28,10.74,-1.65,-2398,-7.13,-1436,-4.27,-962,-2.86,775,2.31,1622,4.83
8,2015-10-27,10.92,-1.44,-2858,-7.41,-3333,-8.64,475,1.23,676,1.75,2183,5.66
9,2015-10-26,11.08,0.82,-2121,-3.61,-2666,-4.54,545,0.93,1297,2.21,824,1.40
10,2015-10-23,10.99,1.48,-315,-0.49,4831,7.47,-5145,-7.95,-629,-0.97,944,1.46
11,2015-10-22,10.83,1.40,-418,-1.32,-160,-0.50,-258,-0.82,-292,-0.92,710,2.24
12,2015-10-21,10.68,-5.07,-1529,-2.71,-2163,-3.84,635,1.13,-13.78,-0.02,1542,2.74
13,2015-10-20,11.25,0.09,-295,-0.71,415,0.99,-710,-1.70,-426,-1.02,721,1.73
14,2015-10-19,11.24,1.08,2894,5.05,2149,3.75,746,1.30,-1985,-3.46,-909,-1.59
15,2015-10-16,11.12,1.09,5032,6.97,8145,11.28,-3113,-4.31,-3449,-4.78,-1583,-2.19
16,2015-10-15,11.00,2.33,4936,12.28,4056,10.09,880,2.19,-2614,-6.51,-2321,-5.78
17,2015-10-14,10.75,-2.18,-1748,-4.22,-1211,-2.92,-537,-1.30,620,1.50,1128,2.72
18,2015-10-13,10.99,0.27,2685,4.81,5717,10.24,-3032,-5.43,-2361,-4.23,-324,-0.58
19,2015-10-12,10.96,2.81,-4141,-4.39,-5682,-6.03,1541,1.63,1999,2.12,2142,2.27
20,2015-10-09,10.66,0,431,1.48,-179,-0.62,610,2.09,-265,-0.91,-166,-0.57
21,2015-10-08,10.66,3.09,2155,8.99,1248,5.20,907,3.78,-614,-2.56,-1541,-6.43
22,2015-09-30,10.34,0.78,-705,-5.41,-876,-6.71,170,1.31,1002,7.68,-297,-2.27
23,2015-09-29,10.26,-1.63,-2578,-14.16,-2500,-13.74,-77.52,-0.43,1172,6.44,1405,7.72
24,2015-09-28,10.43,-0.10,-836,-5.19,-289,-1.80,-546,-3.39,-124,-0.77,959,5.96
25,2015-09-25,10.44,-2.34,-2395,-9.93,-1587,-6.58,-808,-3.35,1038,4.31,1357,5.63
26,2015-09-24,10.69,1.52,549,2.61,-1225,-5.81,1774,8.41,57.91,0.27,-607,-2.88
27,2015-09-23,10.53,-2.95,-2369,-7.82,-745,-2.46,-1624,-5.36,616,2.03,1753,5.79
28,2015-09-22,10.85,-0.37,-63.49,-0.20,59.37,0.19,-123,-0.39,311,0.99,-248,-0.79
29,2015-09-21,10.89,1.21,-246,-0.90,94.61,0.35,-340,-1.25,80.14,0.29,165,0.61
