,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,12.15,1.42,-227,-3.35,-14.46,-0.21,-212,-3.14,231,3.41,-4.41,-0.07
1,2015-11-05,11.98,0.25,330,3.66,111,1.23,219,2.43,-397,-4.40,66.58,0.74
2,2015-11-04,11.95,5.66,259,3.70,8316,0.01,258,3.68,310,4.42,-569,-8.12
3,2015-11-03,11.31,0.35,-309,-6.55,-32.41,-0.69,-277,-5.86,196,4.15,113,2.40
4,2015-11-02,11.27,-4.97,-959,-12.93,-527,-7.11,-432,-5.83,292,3.94,667,9.00
5,2015-10-30,11.86,-0.59,-55.23,-0.90,5.70,0.09,-60.92,-0.99,-137,-2.23,192,3.13
6,2015-10-29,11.93,-0.25,-207,-3.51,-118,-2.00,-88.83,-1.50,-80.71,-1.37,288,4.87
7,2015-10-28,11.96,-6.20,-2776,-21.38,-1208,-9.30,-1568,-12.08,370,2.85,2406,18.53
8,2015-10-27,12.75,7.23,1584,8.87,336,1.88,1249,6.99,-57.19,-0.32,-1527,-8.55
9,2015-10-26,11.89,2.06,48.99,0.40,-109,-0.89,157,1.29,-148,-1.22,98.92,0.81
10,2015-10-23,11.65,3.93,565,5.26,591,5.50,-26.08,-0.24,-287,-2.67,-278,-2.58
11,2015-10-22,11.21,6.66,281,3.07,-244,-2.68,525,5.75,194,2.13,-475,-5.20
12,2015-10-21,10.51,-9.79,-697,-6.24,-172,-1.54,-525,-4.70,-528,-4.73,1225,10.98
13,2015-10-20,11.65,3.65,472,4.95,332,3.48,140,1.47,-515,-5.40,42.59,0.45
14,2015-10-19,11.24,-0.62,418,4.26,66.43,0.68,352,3.58,-209,-2.12,-210,-2.13
15,2015-10-16,11.31,4.05,1196,10.07,478,4.03,718,6.04,-803,-6.76,-393,-3.31
16,2015-10-15,10.87,5.84,1424,12.91,166,1.50,1258,11.41,-334,-3.03,-1089,-9.88
17,2015-10-14,10.27,1.18,588,7.95,-44.18,-0.60,632,8.55,-428,-5.79,-160,-2.16
18,2015-10-13,10.15,0.69,-25.31,-0.45,0,0,-25.31,-0.45,3.52,0.06,21.79,0.38
19,2015-10-12,10.08,5.00,-25.30,-0.41,0,0,-25.30,-0.41,224,3.66,-199,-3.25
20,2015-10-09,9.60,1.05,200,4.93,0,0,200,4.93,-231,-5.70,31.12,0.77
21,2015-10-08,9.50,5.32,369,7.21,34.00,0.66,335,6.54,-92.56,-1.81,-276,-5.40
22,2015-09-30,9.02,0.33,-147,-8.88,6.33,0.38,-153,-9.26,67.05,4.04,80.11,4.83
23,2015-09-29,8.99,-1.96,-249,-9.02,0,0,-249,-9.02,-165,-5.97,414,14.99
24,2015-09-28,9.17,0.22,-631,-15.52,-24.52,-0.60,-607,-14.92,-67.73,-1.67,699,17.19
25,2015-09-25,9.15,-1.82,-238,-6.80,0,0,-238,-6.80,57.45,1.64,180,5.16
26,2015-09-24,9.32,2.42,39.82,0.96,-68.54,-1.66,108,2.62,41.79,1.01,-81.61,-1.97
27,2015-09-23,9.10,-2.26,-461,-13.66,0,0,-461,-13.66,-79.16,-2.34,541,16.00
28,2015-09-22,9.31,-0.11,-53.38,-1.29,0,0,-53.38,-1.29,-26.85,-0.65,80.23,1.94
29,2015-09-21,9.32,3.90,-280,-7.09,153,3.87,-433,-10.96,262,6.63,18.15,0.46
