,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,8.98,2.16,-1952,-2.05,-3149,-3.30,1198,1.26,1192,1.25,760,0.80
1,2015-11-05,8.79,0.23,-3904,-4.93,-3680,-4.64,-224,-0.28,2421,3.05,1484,1.87
2,2015-11-04,8.77,4.40,5334,10.11,2843,5.39,2491,4.72,-1969,-3.73,-3365,-6.38
3,2015-11-03,8.40,-0.71,-2870,-10.61,-1158,-4.28,-1712,-6.33,782,2.89,2087,7.72
4,2015-11-02,8.46,-2.20,-2673,-7.38,-968,-2.67,-1705,-4.71,106,0.29,2567,7.08
5,2015-10-30,8.65,1.88,2620,3.84,1396,2.05,1224,1.79,-1042,-1.53,-1578,-2.31
6,2015-10-29,8.49,-0.47,-3647,-9.44,-2615,-6.77,-1031,-2.67,879,2.28,2768,7.16
7,2015-10-28,8.53,-3.07,-5496,-9.44,-3663,-6.30,-1833,-3.15,652,1.12,4844,8.32
8,2015-10-27,8.80,0.46,-5658,-8.04,-2288,-3.25,-3369,-4.79,1695,2.41,3963,5.63
9,2015-10-26,8.76,0.92,-8290,-9.31,-2353,-2.64,-5937,-6.67,3100,3.48,5191,5.83
10,2015-10-23,8.68,3.21,-3654,-4.16,-6353,-7.23,2699,3.07,1412,1.61,2242,2.55
11,2015-10-22,8.41,4.21,-1327,-1.97,-2167,-3.21,840,1.24,395,0.59,932,1.38
12,2015-10-21,8.07,-8.71,-10200.0,-10.92,-6647,-7.09,-3597,-3.83,2248,2.40,7996,8.52
13,2015-10-20,8.84,-1.12,-19600.0,-21.05,-17600.0,-18.87,-2027,-2.18,8277,8.89,11300.0,12.16
14,2015-10-19,8.94,9.29,22500.0,13.63,31000.0,18.80,-8529,-5.17,-14700.0,-8.94,-7726,-4.68
15,2015-10-16,8.18,-0.37,-4004,-7.08,-2670,-4.72,-1334,-2.36,1313,2.32,2691,4.76
16,2015-10-15,8.21,3.01,4589,8.31,5476,9.92,-887,-1.61,-1929,-3.49,-2660,-4.82
17,2015-10-14,7.97,-2.69,-6086,-11.68,-1063,-2.04,-5024,-9.64,1925,3.69,4161,7.98
18,2015-10-13,8.19,3.41,4393,5.85,6112,8.14,-1718,-2.29,-1888,-2.51,-2505,-3.34
19,2015-10-12,7.92,3.94,1454,2.10,2188,3.17,-734,-1.06,404,0.59,-1858,-2.69
20,2015-10-09,7.62,-0.52,-437,-1.28,-54.66,-0.16,-382,-1.12,-46.75,-0.14,484,1.42
21,2015-10-08,7.66,4.64,1885,3.86,2333,4.77,-448,-0.92,-994,-2.03,-891,-1.82
22,2015-09-30,7.32,0.14,-875,-5.65,-845,-5.46,-29.93,-0.19,-64.28,-0.42,940,6.07
23,2015-09-29,7.31,-4.07,-2748,-11.83,-1201,-5.17,-1547,-6.66,426,1.83,2323,10.00
24,2015-09-28,7.62,1.60,2441,6.48,3798,10.08,-1357,-3.60,-517,-1.37,-1925,-5.11
25,2015-09-25,7.50,0.81,1534,3.34,4479,9.77,-2945,-6.42,-739,-1.61,-795,-1.73
26,2015-09-24,7.44,0.68,779,2.57,-155,-0.51,934,3.08,-257,-0.85,-522,-1.72
27,2015-09-23,7.39,-1.86,-3486,-10.76,-1243,-3.84,-2243,-6.92,-10.47,-0.03,3497,10.79
28,2015-09-22,7.53,-0.13,-3011,-6.79,-513,-1.16,-2498,-5.63,1354,3.05,1657,3.74
29,2015-09-21,7.54,5.01,4962,14.09,4547,12.91,415,1.18,-1684,-4.78,-3278,-9.31
