,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,11.10,1.19,-5726,-9.45,-6594,-10.89,868,1.43,2484,4.10,3242,5.35
1,2015-11-05,10.97,-51.61,-13900.0,-18.12,-9645,-12.55,-4281,-5.57,5690,7.40,8235,10.72
2,2015-11-04,22.67,8.21,6796,11.10,5953,9.73,842,1.38,-3653,-5.97,-3143,-5.14
3,2015-11-03,20.95,-1.87,-4069,-11.09,-2029,-5.53,-2039,-5.56,1270,3.46,2799,7.63
4,2015-11-02,21.35,-2.42,-5711,-10.90,-3957,-7.56,-1753,-3.35,3384,6.46,2326,4.44
5,2015-10-30,21.88,3.55,975,1.51,948,1.47,27.55,0.04,38.57,0.06,-1014,-1.57
6,2015-10-29,21.13,2.57,-1676,-3.69,-1394,-3.07,-282,-0.62,306,0.67,1370,3.02
7,2015-10-28,20.60,-3.96,-8141,-17.38,-5047,-10.78,-3094,-6.61,4915,10.50,3226,6.89
8,2015-10-27,21.45,-0.33,-4072,-9.66,-2149,-5.10,-1923,-4.56,2336,5.54,1736,4.12
9,2015-10-26,21.52,0.56,-7316,-13.75,-5470,-10.28,-1847,-3.47,4050,7.61,3266,6.14
10,2015-10-23,21.40,5.42,2993,5.83,3454,6.73,-461,-0.90,-1598,-3.12,-1395,-2.72
11,2015-10-22,20.30,6.23,-348,-0.83,1027,2.45,-1375,-3.29,291,0.69,57.31,0.14
12,2015-10-21,19.11,-9.99,-10700.0,-17.78,-8684,-14.44,-2005,-3.33,5267,8.76,5423,9.02
13,2015-10-20,21.23,2.31,2804,7.59,352,0.95,2451,6.63,-2117,-5.73,-687,-1.86
14,2015-10-19,20.75,-2.49,-3740,-7.76,-2278,-4.72,-1462,-3.03,1240,2.57,2500,5.19
15,2015-10-16,21.28,0.57,-7358,-16.55,-8323,-18.73,965,2.17,4096,9.21,3262,7.34
16,2015-10-15,21.16,3.22,85.26,0.22,-362,-0.95,448,1.17,268,0.70,-353,-0.93
17,2015-10-14,20.50,-0.15,-3334,-8.26,-1466,-3.63,-1868,-4.63,2539,6.29,795,1.97
18,2015-10-13,20.53,-1.20,-4877,-13.58,-4654,-12.96,-223,-0.62,2458,6.84,2419,6.73
19,2015-10-12,20.78,7.89,1748,4.58,2428,6.36,-680,-1.78,-250,-0.65,-1499,-3.93
20,2015-10-09,19.26,1.90,784,3.31,-311,-1.31,1094,4.63,-605,-2.56,-179,-0.76
21,2015-10-08,18.90,4.65,441,1.52,913,3.15,-472,-1.63,295,1.02,-736,-2.54
22,2015-09-30,18.06,-1.10,-1136,-6.62,-325,-1.89,-811,-4.72,-474,-2.76,1610,9.37
23,2015-09-29,18.26,-1.14,-2698,-10.81,144,0.58,-2842,-11.39,1475,5.91,1223,4.90
24,2015-09-28,18.47,3.07,482,2.11,330,1.44,152,0.67,-302,-1.32,-181,-0.79
25,2015-09-25,17.92,-1.75,-2471,-6.86,408,1.13,-2879,-7.99,918,2.55,1553,4.31
26,2015-09-24,18.24,0.77,-2550,-9.55,-2176,-8.15,-374,-1.40,509,1.90,2041,7.64
27,2015-09-23,18.10,-1.90,-315,-1.47,360,1.68,-675,-3.16,-245,-1.15,560,2.62
28,2015-09-22,18.45,1.21,1292,3.90,2129,6.43,-837,-2.53,-709,-2.14,-583,-1.76
29,2015-09-21,18.23,6.98,2174,9.21,2076,8.79,98.43,0.42,-914,-3.87,-1260,-5.34
