,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,5.73,2.50,1584,8.39,979,5.19,605,3.20,-357,-1.89,-1227,-6.50
1,2015-11-05,5.59,0.36,-127,-0.50,160,0.63,-288,-1.12,180,0.70,-52.98,-0.21
2,2015-11-04,5.57,4.50,1706,9.05,300,1.59,1405,7.46,172,0.91,-1878,-9.97
3,2015-11-03,5.33,1.14,-245,-2.37,-578,-5.58,333,3.22,323,3.12,-78.36,-0.76
4,2015-11-02,5.27,-2.23,-1533,-12.74,-880,-7.31,-653,-5.43,614,5.10,919,7.64
5,2015-10-30,5.39,-2.00,-384,-2.99,243,1.89,-627,-4.88,-206,-1.61,590,4.60
6,2015-10-29,5.50,3.58,2859,11.66,2682,10.94,177,0.72,-1145,-4.67,-1714,-6.99
7,2015-10-28,5.31,0.57,1062,3.90,1198,4.40,-136,-0.50,-636,-2.34,-426,-1.57
8,2015-10-27,5.28,0,-101,-0.56,-234,-1.31,133,0.74,-514,-2.88,615,3.44
9,2015-10-26,5.28,0.76,-615,-3.22,-128,-0.67,-487,-2.55,656,3.43,-41.38,-0.22
10,2015-10-23,5.24,1.35,836,4.80,1030,5.92,-194,-1.12,-98.63,-0.57,-737,-4.24
11,2015-10-22,5.17,3.82,2229,11.07,1855,9.21,374,1.86,-816,-4.05,-1413,-7.01
12,2015-10-21,4.98,-5.50,-1602,-7.56,-126,-0.59,-1476,-6.97,-144,-0.68,1746,8.24
13,2015-10-20,5.27,2.93,494,2.53,-34.14,-0.18,528,2.71,-60.17,-0.31,-433,-2.22
14,2015-10-19,5.12,-1.16,-1413,-9.73,-929,-6.40,-484,-3.33,778,5.36,635,4.38
15,2015-10-16,5.18,0.19,-1118,-7.66,-688,-4.71,-430,-2.95,619,4.24,499,3.42
16,2015-10-15,5.17,2.38,970,7.94,-68.07,-0.56,1038,8.49,-42.90,-0.35,-927,-7.59
17,2015-10-14,5.05,-2.32,-967,-8.35,158,1.36,-1125,-9.71,266,2.30,701,6.05
18,2015-10-13,5.17,-1.90,-3310,-16.53,-1012,-5.06,-2297,-11.48,761,3.80,2549,12.73
19,2015-10-12,5.27,5.61,-131,-0.44,36.95,0.12,-168,-0.56,482,1.61,-350,-1.17
20,2015-10-09,4.99,5.72,3807,22.15,3031,17.64,776,4.51,-1528,-8.89,-2279,-13.26
21,2015-10-08,4.72,3.06,321,3.59,-16.47,-0.18,338,3.77,537,5.99,-858,-9.57
22,2015-09-30,4.58,1.33,51.26,0.87,-216,-3.67,267,4.55,6.90,0.12,-58.17,-0.99
23,2015-09-29,4.52,-0.88,179,3.44,-2.46,-0.05,181,3.49,-86.87,-1.67,-91.92,-1.77
24,2015-09-28,4.56,1.79,25.29,0.64,71.37,1.82,-46.08,-1.17,108,2.74,-133,-3.38
25,2015-09-25,4.48,-4.48,-734,-10.87,-89.89,-1.33,-644,-9.54,-487,-7.22,1221,18.09
26,2015-09-24,4.69,1.96,673,9.25,92.81,1.28,580,7.97,-274,-3.77,-399,-5.48
27,2015-09-23,4.60,-1.29,-196,-2.16,388,4.28,-584,-6.44,-137,-1.51,333,3.67
28,2015-09-22,4.66,1.97,914,9.93,363,3.95,551,5.98,-349,-3.79,-565,-6.14
29,2015-09-21,4.57,2.70,616,8.70,187,2.64,429,6.07,-99.08,-1.40,-516,-7.30
