,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,6.77,0.89,-298,-2.14,-60.67,-0.44,-237,-1.70,-465,-3.34,763,5.47
1,2015-11-05,6.71,0.60,-2132,-10.12,-1166,-5.53,-966,-4.59,-461,-2.19,2593,12.31
2,2015-11-04,6.67,6.21,2186,16.78,581,4.46,1605,12.32,-331,-2.54,-1855,-14.24
3,2015-11-03,6.28,-1.41,-816,-9.66,-336,-3.97,-480,-5.68,-238,-2.82,1053,12.47
4,2015-11-02,6.37,1.43,278,2.41,146,1.27,131,1.14,-64.54,-0.56,-213,-1.85
5,2015-10-30,6.28,-2.94,-863,-9.44,-3.88,-0.04,-860,-9.40,443,4.84,420,4.60
6,2015-10-29,6.47,6.59,978,6.58,259,1.74,719,4.84,-246,-1.65,-732,-4.93
7,2015-10-28,6.07,1.68,965,8.51,189,1.67,776,6.84,176,1.56,-1141,-10.07
8,2015-10-27,5.97,0.17,331,7.12,-10.75,-0.23,342,7.35,-197,-4.24,-134,-2.88
9,2015-10-26,5.96,1.19,-473,-9.36,0,0,-473,-9.36,308,6.08,166,3.27
10,2015-10-23,5.89,2.79,-158,-3.09,4.17,0.08,-162,-3.17,303,5.92,-145,-2.83
11,2015-10-22,5.73,2.87,-198,-6.71,14.79,0.50,-213,-7.21,-27.86,-0.94,226,7.65
12,2015-10-21,5.57,-6.86,-435,-7.63,0,0,-435,-7.63,-53.43,-0.94,488,8.57
13,2015-10-20,5.98,1.70,278,7.21,0,0,278,7.21,-179,-4.64,-98.88,-2.57
14,2015-10-19,5.88,-1.18,-209,-4.35,-101,-2.10,-108,-2.25,-73.40,-1.53,282,5.88
15,2015-10-16,5.95,0.34,-138,-2.53,-51.89,-0.95,-86.01,-1.58,-44.10,-0.81,182,3.33
16,2015-10-15,5.93,2.95,229,4.26,-9.21,-0.17,239,4.43,-497,-9.23,268,4.97
17,2015-10-14,5.76,-1.20,-296,-6.08,0,0,-296,-6.08,-370,-7.60,666,13.68
18,2015-10-13,5.83,0.69,-16.82,-0.32,-134,-2.53,118,2.21,-83.66,-1.57,100,1.89
19,2015-10-12,5.79,3.39,-272,-4.41,93.16,1.51,-365,-5.92,564,9.14,-292,-4.73
20,2015-10-09,5.60,0.54,64.65,2.44,5.19,0.20,59.46,2.24,102,3.84,-166,-6.28
21,2015-10-08,5.57,3.34,185,6.49,56.30,1.97,129,4.52,217,7.59,-402,-14.08
22,2015-09-30,5.39,-0.19,-9958,-0.06,0,0,-9958,-0.06,84.65,4.99,-83.66,-4.93
23,2015-09-29,5.40,-2.70,16.39,0.96,21.92,1.29,-5.54,-0.33,-49.76,-2.92,33.38,1.96
24,2015-09-28,5.55,0.91,-107,-6.40,-9.92,-0.60,-96.76,-5.81,67.73,4.07,38.95,2.34
25,2015-09-25,5.50,-2.65,-256,-9.75,-71.17,-2.71,-185,-7.05,-44.94,-1.71,301,11.47
26,2015-09-24,5.65,2.73,87.18,2.95,0,0,87.18,2.95,68.43,2.32,-156,-5.27
27,2015-09-23,5.50,-3.00,-55.59,-1.79,1.65,0.05,-57.24,-1.84,-131,-4.20,186,5.98
28,2015-09-22,5.67,0,-529,-10.79,-410,-8.35,-119,-2.43,424,8.64,105,2.15
29,2015-09-21,5.67,1.98,85.05,1.99,107,2.49,-21.49,-0.50,-226,-5.28,141,3.29
