,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,10.99,2.42,657,0.79,4057,4.87,-3400,-4.08,218,0.26,-876,-1.05
1,2015-11-05,10.73,1.42,329,0.31,170,0.16,159,0.15,609,0.56,-938,-0.87
2,2015-11-04,10.58,5.91,7575,13.26,3008,5.27,4566,8.00,-2401,-4.20,-5173,-9.06
3,2015-11-03,9.99,-1.38,-4383,-13.82,-3581,-11.29,-802,-2.53,1071,3.38,3312,10.44
4,2015-11-02,10.13,-3.98,-5927,-12.91,-4839,-10.54,-1088,-2.37,879,1.92,5048,11.00
5,2015-10-30,10.55,-0.94,-5288,-6.66,-2552,-3.21,-2736,-3.44,2171,2.73,3117,3.92
6,2015-10-29,10.65,4.51,6201,6.65,5970,6.41,231,0.25,-4028,-4.32,-2173,-2.33
7,2015-10-28,10.19,-4.77,-9438,-14.32,-6229,-9.45,-3209,-4.87,2511,3.81,6926,10.51
8,2015-10-27,10.70,7.54,6384,5.99,7850,7.36,-1466,-1.38,-3300,-3.10,-3084,-2.89
9,2015-10-26,9.95,0.40,-7024,-12.70,-8957,-16.20,1933,3.50,3337,6.03,3687,6.67
10,2015-10-23,9.91,2.16,-895,-2.14,-2381,-5.68,1486,3.55,997,2.38,-101,-0.24
11,2015-10-22,9.70,3.63,-2628,-7.40,-867,-2.44,-1761,-4.96,1230,3.47,1397,3.94
12,2015-10-21,9.36,-9.04,-8595,-13.25,-4156,-6.41,-4439,-6.84,1977,3.05,6618,10.20
13,2015-10-20,10.29,1.98,-2196,-4.26,-4743,-9.20,2547,4.94,1596,3.10,599,1.16
14,2015-10-19,10.09,-2.04,-3541,-6.43,-2698,-4.90,-843,-1.53,774,1.40,2767,5.02
15,2015-10-16,10.30,2.49,-557,-0.86,27.69,0.04,-584,-0.90,522,0.80,34.87,0.05
16,2015-10-15,10.05,2.66,4803,10.60,3091,6.82,1712,3.78,-2883,-6.36,-1920,-4.24
17,2015-10-14,9.79,-1.71,-1573,-4.82,-1405,-4.30,-169,-0.52,-178,-0.54,1751,5.36
18,2015-10-13,9.96,-0.60,-3777,-9.32,-2802,-6.91,-975,-2.41,1202,2.97,2575,6.35
19,2015-10-12,10.02,5.14,1901,3.65,444,0.85,1457,2.80,256,0.49,-2157,-4.15
20,2015-10-09,9.53,0.32,450,1.73,-465,-1.79,915,3.52,-97.43,-0.38,-352,-1.36
21,2015-10-08,9.50,4.17,1677,6.96,1562,6.48,115,0.48,-687,-2.85,-991,-4.11
22,2015-09-30,9.12,0.33,-1336,-10.20,-397,-3.03,-939,-7.17,692,5.28,644,4.92
23,2015-09-29,9.09,-3.61,-1786,-9.59,-305,-1.64,-1481,-7.95,-133,-0.71,1919,10.30
24,2015-09-28,9.43,-0.32,-2072,-10.88,-1068,-5.61,-1004,-5.27,424,2.23,1648,8.65
25,2015-09-25,9.46,-3.86,-3008,-9.07,-1026,-3.09,-1981,-5.97,-47.19,-0.14,3055,9.21
26,2015-09-24,9.84,-0.40,-4667,-11.42,-2179,-5.33,-2488,-6.09,1173,2.87,3494,8.55
27,2015-09-23,9.88,1.96,-3640,-6.03,-1782,-2.95,-1857,-3.08,583,0.97,3057,5.07
28,2015-09-22,9.69,-1.12,-5359,-12.51,-3772,-8.81,-1588,-3.71,1863,4.35,3497,8.16
29,2015-09-21,9.80,2.51,-902,-2.28,-769,-1.94,-133,-0.34,879,2.22,22.42,0.06
