,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,12.96,1.89,659,5.89,317,2.83,342,3.06,-240,-2.15,-418,-3.74
1,2015-11-05,12.72,-2.30,-1673,-12.14,-340,-2.47,-1333,-9.67,122,0.89,1551,11.26
2,2015-11-04,13.02,7.87,1497,12.51,500,4.18,997,8.33,-319,-2.67,-1178,-9.84
3,2015-11-03,12.07,1.34,-30.60,-0.55,0,0,-30.60,-0.55,9.57,0.17,21.03,0.38
4,2015-11-02,11.91,-4.34,-675,-8.76,117,1.51,-792,-10.28,-107,-1.38,782,10.15
5,2015-10-30,12.45,-2.05,-293,-3.82,-123,-1.61,-170,-2.21,-84.22,-1.10,377,4.92
6,2015-10-29,12.71,0.55,284,2.95,-137,-1.43,422,4.38,-50.53,-0.52,-234,-2.42
7,2015-10-28,12.64,-5.18,-899,-4.67,-424,-2.20,-475,-2.47,-329,-1.71,1228,6.38
8,2015-10-27,13.33,7.15,570,2.63,397,1.83,172,0.80,-625,-2.89,55.78,0.26
9,2015-10-26,12.44,4.98,-4320,-18.61,-584,-2.52,-3736,-16.10,1261,5.43,3059,13.18
10,2015-10-23,11.85,10.03,1602,12.07,406,3.06,1196,9.01,-418,-3.15,-1184,-8.92
11,2015-10-22,10.77,5.07,321,4.10,12.12,0.16,309,3.95,87.91,1.12,-409,-5.23
12,2015-10-21,10.25,-10.01,-1463,-12.35,-192,-1.62,-1271,-10.73,18.17,0.15,1445,12.20
13,2015-10-20,11.39,2.71,-257,-2.64,-380,-3.91,123,1.27,47.31,0.49,210,2.16
14,2015-10-19,11.09,-1.77,-590,-7.49,-114,-1.45,-476,-6.04,-145,-1.84,735,9.34
15,2015-10-16,11.29,2.64,-531,-4.88,-407,-3.74,-125,-1.14,356,3.27,175,1.61
16,2015-10-15,11.00,4.27,276,3.84,76.88,1.07,199,2.77,-108,-1.50,-168,-2.34
17,2015-10-14,10.55,-2.85,-556,-7.15,-102,-1.31,-454,-5.84,-91.85,-1.18,647,8.34
18,2015-10-13,10.86,1.88,365,4.76,107,1.39,258,3.37,-138,-1.80,-227,-2.96
19,2015-10-12,10.66,5.96,-371,-4.29,-233,-2.70,-138,-1.59,215,2.49,155,1.80
20,2015-10-09,10.06,2.24,556,10.25,314,5.80,241,4.46,-288,-5.31,-268,-4.95
21,2015-10-08,9.84,6.49,719,9.43,197,2.58,522,6.85,-436,-5.73,-282,-3.70
22,2015-09-30,9.24,0.54,-213,-7.48,0,0,-213,-7.48,-74.86,-2.63,287,10.11
23,2015-09-29,9.19,-3.06,-440,-11.19,-2.33,-0.06,-438,-11.13,-7.62,-0.19,448,11.38
24,2015-09-28,9.48,7.12,1374,20.39,129,1.91,1245,18.48,-551,-8.18,-823,-12.22
25,2015-09-25,8.85,-5.55,-548,-11.34,-95.00,-1.97,-453,-9.38,-127,-2.63,675,13.97
26,2015-09-24,9.37,2.18,-261,-5.23,-238,-4.77,-22.83,-0.46,103,2.07,158,3.16
27,2015-09-23,9.17,-1.08,-35.06,-0.68,71.86,1.39,-107,-2.06,-113,-2.18,148,2.85
28,2015-09-22,9.27,2.43,230,3.33,81.41,1.18,149,2.16,-149,-2.15,-81.53,-1.18
29,2015-09-21,9.05,5.85,35.14,0.69,0,0,35.14,0.69,355,6.95,-390,-7.64
