,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,10.99,0.27,3421,0.80,11100.0,2.57,-7630,-1.78,-3323,-0.77,-97.88,-0.02
1,2015-11-05,10.96,3.59,79800.0,11.32,88900.0,12.63,-9176,-1.30,-34400.0,-4.88,-45400.0,-6.44
2,2015-11-04,10.58,4.86,39800.0,13.41,39500.0,13.31,304,0.10,-17500.0,-5.90,-22300.0,-7.51
3,2015-11-03,10.09,-0.30,-12400.0,-10.65,-10200.0,-8.78,-2164,-1.86,4609,3.97,7756,6.68
4,2015-11-02,10.12,-2.32,-12000.0,-8.85,-8938,-6.61,-3036,-2.24,3601,2.66,8372,6.19
5,2015-10-30,10.36,0.10,3732,2.25,3025,1.82,707,0.43,-2017,-1.21,-1716,-1.03
6,2015-10-29,10.35,0.88,-10400.0,-5.95,-6996,-4.02,-3356,-1.93,3805,2.19,6547,3.76
7,2015-10-28,10.26,-2.66,-22600.0,-11.32,-14700.0,-7.35,-7950,-3.97,6168,3.08,16500.0,8.24
8,2015-10-27,10.54,-1.03,-24300.0,-9.13,-17500.0,-6.56,-6842,-2.57,6669,2.50,17700.0,6.63
9,2015-10-26,10.65,-1.02,-42500.0,-14.38,-30700.0,-10.39,-11800.0,-3.99,14500.0,4.91,28000.0,9.47
10,2015-10-23,10.76,-0.28,-27100.0,-8.31,-14500.0,-4.46,-12600.0,-3.86,6275,1.93,20800.0,6.39
11,2015-10-22,10.79,3.15,-27000.0,-7.15,-19200.0,-5.08,-7860,-2.08,6784,1.79,20300.0,5.36
12,2015-10-21,10.46,-8.73,-67000.0,-13.19,-54000.0,-10.62,-13100.0,-2.57,19100.0,3.76,47900.0,9.43
13,2015-10-20,11.46,1.42,-6381,-1.62,6691,1.70,-13100.0,-3.32,-2503,-0.64,8883,2.26
14,2015-10-19,11.30,3.67,-55000.0,-8.56,-58200.0,-9.07,3273,0.51,21500.0,3.35,33400.0,5.21
15,2015-10-16,10.90,0.83,-46100.0,-9.27,-47000.0,-9.45,881,0.18,20500.0,4.13,25600.0,5.14
16,2015-10-15,10.81,2.95,-7654,-1.82,-9901,-2.36,2247,0.54,2454,0.58,5199,1.24
17,2015-10-14,10.50,-2.42,-24300.0,-6.50,-16100.0,-4.30,-8249,-2.21,6886,1.84,17400.0,4.66
18,2015-10-13,10.76,1.61,-57600.0,-9.93,-68500.0,-11.82,10900.0,1.88,31200.0,5.38,26400.0,4.55
19,2015-10-12,10.59,9.63,118300.0,14.96,146700.0,18.55,-28400.0,-3.59,-59700.0,-7.54,-58700.0,-7.41
20,2015-10-09,9.66,1.15,16500.0,6.92,17700.0,7.42,-1204,-0.50,-8500,-3.56,-8040,-3.36
21,2015-10-08,9.55,5.29,32200.0,10.77,23700.0,7.91,8527,2.85,-13400.0,-4.47,-18800.0,-6.30
22,2015-09-30,9.07,1.45,-2704,-2.58,823,0.79,-3526,-3.37,416,0.40,2288,2.19
23,2015-09-29,8.94,-3.04,-20400.0,-15.72,-17700.0,-13.64,-2697,-2.08,6122,4.72,14300.0,11.00
24,2015-09-28,9.22,0.22,-11600.0,-10.86,-5930,-5.56,-5655,-5.30,4186,3.92,7398,6.94
25,2015-09-25,9.20,-4.07,-30400.0,-16.43,-24500.0,-13.28,-5820,-3.15,9804,5.31,20500.0,11.12
26,2015-09-24,9.59,1.91,-2650,-1.24,-585,-0.27,-2065,-0.97,291,0.14,2359,1.11
27,2015-09-23,9.41,-1.98,-21700.0,-10.05,-14800.0,-6.86,-6898,-3.19,6286,2.91,15400.0,7.14
28,2015-09-22,9.60,-1.03,-29500.0,-9.21,-27500.0,-8.61,-1921,-0.60,10700.0,3.36,18700.0,5.86
29,2015-09-21,9.70,5.90,39700.0,9.32,45400.0,10.66,-5729,-1.34,-17100.0,-4.02,-22600.0,-5.30
