,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,11.53,1.32,312,1.03,751,2.48,-439,-1.45,-126,-0.42,-186,-0.61
1,2015-11-05,11.38,-1.30,-519,-1.53,-31.64,-0.09,-487,-1.44,510,1.50,8.80,0.03
2,2015-11-04,11.53,4.63,3884,7.82,4852,9.76,-967,-1.95,-1890,-3.80,-1994,-4.01
3,2015-11-03,11.02,3.77,-155,-0.35,2426,5.56,-2581,-5.92,-336,-0.77,491,1.12
4,2015-11-02,10.62,0.47,485,1.96,803,3.25,-319,-1.29,36.04,0.15,-521,-2.10
5,2015-10-30,10.57,-0.66,383,1.69,1061,4.68,-678,-2.99,-628,-2.77,245,1.08
6,2015-10-29,10.64,0.47,995,4.49,718,3.24,277,1.25,-338,-1.53,-656,-2.97
7,2015-10-28,10.59,1.05,556,1.89,-428,-1.45,984,3.34,-257,-0.87,-299,-1.02
8,2015-10-27,10.48,-1.04,-1419,-7.15,-270,-1.36,-1149,-5.79,22.11,0.11,1397,7.04
9,2015-10-26,10.59,1.92,-2244,-8.35,484,1.80,-2728,-10.15,1002,3.72,1243,4.62
10,2015-10-23,10.39,1.76,8.40,0.04,-776,-3.33,784,3.37,268,1.15,-276,-1.19
11,2015-10-22,10.21,3.34,-3631,-15.36,545,2.31,-4176,-17.66,1434,6.06,2197,9.29
12,2015-10-21,9.88,-10.02,-2908,-9.83,-886,-2.99,-2023,-6.84,576,1.95,2332,7.88
13,2015-10-20,10.98,2.43,1738,7.06,338,1.37,1400,5.69,911,3.70,-2650,-10.77
14,2015-10-19,10.72,-2.19,-1262,-6.31,-340,-1.70,-921,-4.61,196,0.98,1066,5.33
15,2015-10-16,10.96,-0.63,-3042,-11.63,-1043,-3.99,-1998,-7.64,1478,5.65,1563,5.98
16,2015-10-15,11.03,3.67,-1739,-6.52,-7.42,-0.03,-1731,-6.49,530,1.99,1208,4.53
17,2015-10-14,10.64,-3.18,-1392,-7.17,115,0.59,-1507,-7.77,-116,-0.60,1509,7.77
18,2015-10-13,10.99,4.57,2813,8.18,1177,3.42,1636,4.76,-1620,-4.71,-1193,-3.47
19,2015-10-12,10.51,6.70,1039,3.92,880,3.32,159,0.60,59.17,0.22,-1098,-4.14
20,2015-10-09,9.85,1.34,-103,-0.85,-39.75,-0.33,-63.40,-0.52,226,1.87,-123,-1.02
21,2015-10-08,9.72,4.40,1513,13.61,390,3.51,1123,10.10,-512,-4.61,-1001,-9.01
22,2015-09-30,9.31,-0.85,-504,-6.72,-77.39,-1.03,-427,-5.69,140,1.87,364,4.85
23,2015-09-29,9.39,-0.42,148,1.59,31.52,0.34,117,1.25,-491,-5.26,342,3.67
24,2015-09-28,9.43,1.18,-198,-3.08,-12.17,-0.19,-186,-2.89,143,2.23,54.80,0.85
25,2015-09-25,9.32,-6.14,-972,-8.43,-78.00,-0.68,-894,-7.76,-188,-1.63,1160,10.06
26,2015-09-24,9.93,1.33,-766,-6.25,-597,-4.87,-170,-1.38,526,4.29,240,1.96
27,2015-09-23,9.80,-1.80,-1237,-7.61,-111,-0.68,-1126,-6.92,-166,-1.02,1403,8.62
28,2015-09-22,9.98,2.15,-245,-1.43,389,2.27,-635,-3.69,507,2.95,-262,-1.52
29,2015-09-21,9.77,5.97,1653,11.81,-16.49,-0.12,1669,11.93,-1067,-7.63,-586,-4.19
