,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,8.48,1.07,-354,-2.26,-14.61,-0.09,-339,-2.17,63.52,0.41,290,1.85
1,2015-11-05,8.39,-0.83,-91.85,-0.45,113,0.55,-205,-1.01,-733,-3.60,825,4.05
2,2015-11-04,8.46,3.55,-557,-2.82,103,0.52,-659,-3.33,601,3.04,-44.50,-0.23
3,2015-11-03,8.17,-3.31,-1458,-9.07,-128,-0.79,-1330,-8.28,632,3.94,825,5.14
4,2015-11-02,8.45,3.94,-404,-1.25,-169,-0.53,-234,-0.73,764,2.37,-360,-1.12
5,2015-10-30,8.13,3.30,933,6.48,113,0.78,820,5.70,-160,-1.11,-772,-5.37
6,2015-10-29,7.87,1.29,516,5.06,326,3.20,189,1.85,92.83,0.91,-608,-5.97
7,2015-10-28,7.77,0.26,-366,-3.03,87.14,0.72,-453,-3.76,187,1.55,178,1.48
8,2015-10-27,7.75,-0.64,-521,-4.83,-188,-1.74,-333,-3.09,-434,-4.03,955,8.86
9,2015-10-26,7.80,0.65,-444,-3.32,-251,-1.88,-193,-1.45,25.31,0.19,419,3.14
10,2015-10-23,7.75,5.01,1654,12.06,516,3.76,1138,8.30,-451,-3.29,-1203,-8.77
11,2015-10-22,7.38,3.07,-204,-2.40,-124,-1.46,-79.63,-0.94,179,2.11,24.80,0.29
12,2015-10-21,7.16,-8.91,-1967,-12.89,-1053,-6.90,-913,-5.98,-29.68,-0.19,1996,13.08
13,2015-10-20,7.86,0.90,123,1.19,58.37,0.56,65.11,0.63,-195,-1.88,71.61,0.69
14,2015-10-19,7.79,-1.39,-426,-3.22,-512,-3.87,85.64,0.65,-372,-2.81,798,6.04
15,2015-10-16,7.90,0.64,486,2.49,276,1.42,209,1.08,-574,-2.95,88.52,0.45
16,2015-10-15,7.85,6.66,402,2.21,128,0.70,274,1.51,-206,-1.13,-196,-1.08
17,2015-10-14,7.36,-1.87,-752,-7.50,-92.19,-0.92,-660,-6.58,53.33,0.53,699,6.97
18,2015-10-13,7.50,1.35,366,3.25,72.50,0.64,293,2.61,-372,-3.31,6.24,0.06
19,2015-10-12,7.40,4.96,959,7.43,61.76,0.48,898,6.95,-82.43,-0.64,-877,-6.79
20,2015-10-09,7.05,0.14,-619,-7.80,-477,-6.01,-141,-1.78,72.44,0.91,546,6.88
21,2015-10-08,7.04,5.39,1469,16.28,275,3.05,1195,13.24,-224,-2.48,-1246,-13.81
22,2015-09-30,6.68,3.09,253,4.45,10.58,0.19,242,4.26,-252,-4.44,-6435,-0.01
23,2015-09-29,6.48,-3.43,-415,-10.31,-113,-2.80,-302,-7.51,-60.02,-1.49,475,11.80
24,2015-09-28,6.71,2.29,244,7.28,25.81,0.77,218,6.51,33.25,0.99,-277,-8.27
25,2015-09-25,6.56,-2.81,-168,-3.96,6560,0.02,-169,-3.98,-233,-5.49,402,9.45
26,2015-09-24,6.75,1.96,181,4.68,0,0,181,4.68,8.93,0.23,-190,-4.92
27,2015-09-23,6.62,-2.07,338,6.52,491,9.47,-153,-2.95,-693,-13.38,355,6.86
28,2015-09-22,6.76,0.75,1.50,0.03,0,0,1.50,0.03,41.38,0.70,-42.88,-0.72
29,2015-09-21,6.71,2.60,-54.34,-1.01,-9.30,-0.17,-45.04,-0.84,38.53,0.72,15.80,0.29
