,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,11.99,1.70,666,3.48,1917,10.03,-1251,-6.54,-429,-2.25,-237,-1.24
1,2015-11-05,11.79,0.17,124,0.64,230,1.18,-106,-0.54,417,2.14,-540,-2.77
2,2015-11-04,11.77,5.85,2159,13.43,312,1.94,1847,11.48,-374,-2.33,-1785,-11.10
3,2015-11-03,11.12,-0.09,-101,-1.82,-76.69,-1.39,-24.00,-0.43,-206,-3.74,307,5.56
4,2015-11-02,11.13,-2.88,-1210,-14.76,-6.24,-0.08,-1203,-14.68,-485,-5.92,1695,20.68
5,2015-10-30,11.46,0.26,-316,-2.97,-50.01,-0.47,-266,-2.50,-44.03,-0.41,360,3.38
6,2015-10-29,11.43,0.79,-312,-3.34,-173,-1.85,-139,-1.49,-321,-3.44,633,6.79
7,2015-10-28,11.34,-3.90,-2209,-18.23,-1141,-9.41,-1068,-8.82,206,1.70,2003,16.54
8,2015-10-27,11.80,1.99,-861,-5.35,-283,-1.76,-578,-3.60,169,1.05,691,4.30
9,2015-10-26,11.57,-2.61,-4397,-22.71,-2529,-13.06,-1868,-9.65,1473,7.61,2924,15.10
10,2015-10-23,11.88,2.41,647,3.87,282,1.68,366,2.18,-1.23,-0.01,-646,-3.86
11,2015-10-22,11.60,3.94,-917,-4.89,-105,-0.56,-811,-4.33,517,2.76,400,2.13
12,2015-10-21,11.16,-10.00,-4755,-16.27,-2826,-9.67,-1929,-6.60,-265,-0.91,5020,17.18
13,2015-10-20,12.40,1.06,838,2.46,1014,2.97,-176,-0.52,-988,-2.90,150,0.44
14,2015-10-19,12.27,10.04,2296,8.58,3405,12.72,-1109,-4.14,-1065,-3.98,-1230,-4.60
15,2015-10-16,11.15,1.18,-390,-2.31,297,1.76,-687,-4.06,51.11,0.30,339,2.00
16,2015-10-15,11.02,3.18,999,6.71,430,2.89,569,3.82,-165,-1.11,-834,-5.60
17,2015-10-14,10.68,-2.82,-2170,-10.15,-976,-4.57,-1193,-5.58,818,3.82,1352,6.32
18,2015-10-13,10.99,3.78,905,4.59,193,0.98,712,3.61,228,1.15,-1132,-5.74
19,2015-10-12,10.59,4.85,1104,5.21,528,2.50,576,2.72,-692,-3.27,-412,-1.94
20,2015-10-09,10.10,0,-673,-4.49,38.58,0.26,-711,-4.74,849,5.66,-176,-1.18
21,2015-10-08,10.10,6.77,-1683,-6.11,-2757,-10.01,1074,3.90,820,2.97,863,3.13
22,2015-09-30,9.46,10.00,6548,39.47,6698,40.37,-150,-0.90,-3185,-19.20,-3363,-20.27
23,2015-09-29,8.60,-2.93,-243,-4.11,-27.78,-0.47,-215,-3.64,-479,-8.08,722,12.19
24,2015-09-28,8.86,1.96,-222,-5.35,-4.60,-0.11,-217,-5.23,61.38,1.48,161,3.87
25,2015-09-25,8.69,-4.82,-970,-16.13,-146,-2.43,-824,-13.70,-117,-1.95,1087,18.07
26,2015-09-24,9.13,2.24,248,4.05,-65.14,-1.06,314,5.11,-98.44,-1.61,-150,-2.45
27,2015-09-23,8.93,-2.19,-474,-7.70,-59.90,-0.97,-414,-6.73,-228,-3.71,702,11.42
28,2015-09-22,9.13,-0.76,-736,-8.14,107,1.18,-843,-9.33,321,3.55,415,4.59
29,2015-09-21,9.20,6.60,1278,13.65,7.22,0.08,1271,13.57,-37.26,-0.40,-1241,-13.25
