,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,8.49,2.04,2105,3.00,851,1.21,1254,1.79,-1272,-1.82,-833,-1.19
1,2015-11-05,8.32,0.36,-6698,-6.43,-715,-0.69,-5983,-5.74,4598,4.42,2099,2.02
2,2015-11-04,8.29,7.24,13400.0,23.98,8771,15.66,4658,8.32,-6055,-10.81,-7374,-13.17
3,2015-11-03,7.73,-0.51,-1187,-6.32,32.63,0.17,-1220,-6.49,-107,-0.57,1294,6.89
4,2015-11-02,7.77,-4.19,-6716,-20.97,-2269,-7.08,-4448,-13.89,1715,5.36,5001,15.62
5,2015-10-30,8.11,0.87,-3072,-5.28,318,0.55,-3391,-5.82,1865,3.20,1207,2.07
6,2015-10-29,8.04,2.29,3512,10.50,2616,7.82,896,2.68,-1884,-5.63,-1628,-4.86
7,2015-10-28,7.86,-2.96,-2546,-6.15,-2055,-4.97,-491,-1.19,567,1.37,1978,4.78
8,2015-10-27,8.10,1.50,2204,4.22,3122,5.97,-918,-1.76,-2633,-5.04,428,0.82
9,2015-10-26,7.98,-1.12,-10100.0,-15.35,-6489,-9.89,-3581,-5.46,2431,3.71,7639,11.64
10,2015-10-23,8.07,1.51,-8051,-11.48,-4845,-6.91,-3207,-4.57,4941,7.05,3110,4.43
11,2015-10-22,7.95,5.72,7583,14.42,7440,14.15,142,0.27,-2814,-5.35,-4769,-9.07
12,2015-10-21,7.52,-9.94,-12800.0,-19.17,-7722,-11.60,-5037,-7.57,3361,5.05,9398,14.12
13,2015-10-20,8.35,3.86,3591,6.93,3002,5.79,589,1.14,-1619,-3.12,-1973,-3.81
14,2015-10-19,8.04,1.01,-3809,-6.31,-986,-1.63,-2823,-4.68,2134,3.54,1674,2.77
15,2015-10-16,7.96,1.02,-4668,-8.91,-3582,-6.84,-1086,-2.07,1522,2.91,3146,6.01
16,2015-10-15,7.88,4.10,5215,13.31,2744,7.00,2471,6.31,-2065,-5.27,-3150,-8.04
17,2015-10-14,7.57,-1.30,748,2.27,672,2.04,75.67,0.23,-555,-1.69,-193,-0.59
18,2015-10-13,7.67,-0.26,-2928,-8.26,-3594,-10.14,666,1.88,1281,3.62,1647,4.65
19,2015-10-12,7.69,2.53,-6513,-10.59,-3703,-6.02,-2810,-4.57,3889,6.33,2624,4.27
20,2015-10-09,7.50,9.97,10400.0,26.33,11200.0,28.18,-732,-1.85,-4362,-11.00,-6076,-15.33
21,2015-10-08,6.82,5.08,1728,9.34,552,2.99,1175,6.35,-496,-2.68,-1232,-6.66
22,2015-09-30,6.49,-0.15,-1387,-12.42,-630,-5.64,-757,-6.78,691,6.19,696,6.23
23,2015-09-29,6.50,-3.13,-2667,-21.74,-1287,-10.49,-1380,-11.25,633,5.16,2034,16.57
24,2015-09-28,6.71,2.44,1556,11.49,166,1.23,1390,10.26,-661,-4.88,-896,-6.61
25,2015-09-25,6.55,-5.89,-2983,-10.31,-1364,-4.72,-1619,-5.60,724,2.50,2260,7.81
26,2015-09-24,6.96,2.50,-79.52,-0.41,99.13,0.51,-179,-0.92,124,0.64,-44.81,-0.23
27,2015-09-23,6.79,-2.72,-2384,-11.97,-91.29,-0.46,-2293,-11.51,722,3.62,1663,8.34
28,2015-09-22,6.98,-0.29,-2705,-9.03,-1176,-3.93,-1529,-5.11,956,3.19,1748,5.84
29,2015-09-21,7.00,4.48,714,2.71,671,2.55,42.71,0.16,647,2.46,-1361,-5.17
