,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,6.25,1.13,2294,3.90,-877,-1.49,3170,5.38,-1194,-2.03,-1099,-1.87
1,2015-11-05,6.18,3.17,-6249,-7.07,-3141,-3.55,-3108,-3.51,2106,2.38,4142,4.68
2,2015-11-04,5.99,5.46,8143,17.09,7731,16.23,412,0.87,-4041,-8.48,-4103,-8.61
3,2015-11-03,5.68,0,-339,-3.14,-330,-3.07,-8.04,-0.07,33.48,0.31,305,2.83
4,2015-11-02,5.68,-0.70,-1422,-7.79,-1092,-5.99,-330,-1.81,481,2.63,941,5.16
5,2015-10-30,5.72,-1.55,-1736,-10.30,-1553,-9.22,-183,-1.08,732,4.35,1003,5.95
6,2015-10-29,5.81,0.87,431,1.96,424,1.93,6.43,0.03,-373,-1.69,-58.36,-0.27
7,2015-10-28,5.76,-2.70,-4205,-12.64,-1368,-4.11,-2837,-8.53,1250,3.76,2955,8.88
8,2015-10-27,5.92,0.34,78.24,0.36,-223,-1.03,301,1.40,73.73,0.34,-152,-0.71
9,2015-10-26,5.90,2.79,999,3.25,2545,8.28,-1546,-5.03,-529,-1.72,-469,-1.53
10,2015-10-23,5.74,1.77,619,2.81,-461,-2.09,1081,4.89,-217,-0.98,-402,-1.82
11,2015-10-22,5.64,2.17,-545,-3.00,64.16,0.35,-609,-3.35,287,1.58,258,1.42
12,2015-10-21,5.52,-5.80,-2321,-7.83,-814,-2.74,-1507,-5.08,359,1.21,1962,6.62
13,2015-10-20,5.86,0.69,-183,-0.85,-645,-3.00,462,2.15,-426,-1.98,609,2.83
14,2015-10-19,5.82,-1.02,-1134,-4.23,-1004,-3.74,-130,-0.49,441,1.64,693,2.58
15,2015-10-16,5.88,2.44,2278,5.98,821,2.16,1457,3.82,-673,-1.77,-1605,-4.21
16,2015-10-15,5.74,2.87,-283,-1.08,-1338,-5.13,1055,4.04,118,0.45,165,0.63
17,2015-10-14,5.58,-3.13,-2170,-10.80,-992,-4.93,-1178,-5.86,1100,5.47,1070,5.32
18,2015-10-13,5.76,1.41,95.41,0.36,-176,-0.66,271,1.02,-101,-0.38,6.07,0.02
19,2015-10-12,5.68,3.84,387,1.28,-612,-2.02,999,3.30,301,1.00,-688,-2.27
20,2015-10-09,5.47,1.48,952,6.50,431,2.94,521,3.55,-80.20,-0.55,-872,-5.95
21,2015-10-08,5.39,3.06,883,6.24,591,4.18,292,2.06,-154,-1.09,-730,-5.16
22,2015-09-30,5.23,0.97,-629,-9.04,-122,-1.75,-507,-7.29,295,4.24,334,4.80
23,2015-09-29,5.18,-2.45,-776,-9.64,-284,-3.53,-491,-6.11,169,2.10,607,7.55
24,2015-09-28,5.31,0.19,-756,-8.18,-232,-2.51,-524,-5.67,115,1.25,641,6.93
25,2015-09-25,5.30,-2.93,-2399,-14.24,-1051,-6.24,-1348,-8.00,606,3.60,1793,10.64
26,2015-09-24,5.46,1.87,1101,5.32,411,1.99,689,3.33,-650,-3.14,-451,-2.18
27,2015-09-23,5.36,-1.65,-1053,-7.35,281,1.96,-1334,-9.32,507,3.54,546,3.81
28,2015-09-22,5.45,-0.18,-975,-4.69,-396,-1.90,-580,-2.79,397,1.91,578,2.78
29,2015-09-21,5.46,2.63,989,5.27,-84.23,-0.45,1073,5.72,-648,-3.45,-341,-1.82
