,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,10.94,1.96,-344,-2.36,515,3.54,-858,-5.90,-125,-0.86,469,3.22
1,2015-11-05,10.73,-1.56,-662,-4.88,454,3.35,-1117,-8.23,-260,-1.92,922,6.80
2,2015-11-04,10.90,4.31,108,0.84,1033,8.06,-925,-7.21,63.69,0.50,-172,-1.34
3,2015-11-03,10.45,1.06,-135,-2.47,104,1.91,-239,-4.37,241,4.41,-106,-1.95
4,2015-11-02,10.34,-2.08,-727,-7.45,-618,-6.33,-109,-1.12,572,5.86,155,1.59
5,2015-10-30,10.56,-2.13,-1273,-10.82,-757,-6.43,-516,-4.39,893,7.59,380,3.23
6,2015-10-29,10.79,8.01,3321,13.01,1854,7.26,1467,5.75,-1121,-4.39,-2200,-8.62
7,2015-10-28,9.99,1.32,854,5.10,36.75,0.22,817,4.88,460,2.74,-1314,-7.84
8,2015-10-27,9.86,-1.00,-1260,-12.49,-500,-4.96,-760,-7.53,549,5.44,712,7.05
9,2015-10-26,9.96,-1.97,-1933,-13.65,-378,-2.67,-1555,-10.98,638,4.51,1295,9.14
10,2015-10-23,10.16,1.30,-1170,-7.84,-416,-2.79,-754,-5.05,237,1.59,933,6.25
11,2015-10-22,10.03,4.81,-313,-1.86,134,0.80,-447,-2.65,147,0.87,166,0.98
12,2015-10-21,9.57,-8.33,-1421,-5.59,-735,-2.89,-686,-2.70,-83.10,-0.33,1504,5.92
13,2015-10-20,10.44,10.01,807,4.85,196,1.18,611,3.67,792,4.76,-1599,-9.61
14,2015-10-19,9.49,1.50,-362,-2.87,-283,-2.24,-79.71,-0.63,7.43,0.06,355,2.81
15,2015-10-16,9.35,1.52,155,1.57,-93.03,-0.94,248,2.51,-189,-1.91,33.73,0.34
16,2015-10-15,9.21,7.47,1700,14.29,420,3.53,1280,10.76,-378,-3.18,-1322,-11.11
17,2015-10-14,8.57,-2.50,-595,-7.18,-227,-2.74,-368,-4.44,263,3.18,332,4.00
18,2015-10-13,8.79,1.74,-284,-2.79,-242,-2.38,-41.93,-0.41,-6.09,-0.06,290,2.85
19,2015-10-12,8.64,6.40,783,7.11,130,1.18,653,5.93,-117,-1.07,-666,-6.04
20,2015-10-09,8.12,4.10,592,6.17,301,3.14,290,3.03,79.53,0.83,-671,-7.00
21,2015-10-08,7.80,4.28,-509,-7.37,-526,-7.62,17.49,0.25,493,7.14,15.86,0.23
22,2015-09-30,7.48,0.54,-20.79,-0.46,93.02,2.07,-114,-2.53,-41.46,-0.92,62.25,1.38
23,2015-09-29,7.44,-4.86,-1310,-21.65,-600,-9.91,-711,-11.74,375,6.20,935,15.45
24,2015-09-28,7.82,0.26,-692,-12.96,-169,-3.17,-522,-9.79,251,4.70,441,8.26
25,2015-09-25,7.80,0,-462,-4.80,221,2.29,-683,-7.09,255,2.64,208,2.16
26,2015-09-24,7.80,2.50,197,2.87,-364,-5.30,561,8.17,95.35,1.39,-292,-4.26
27,2015-09-23,7.61,0.26,-400,-5.66,34.98,0.50,-435,-6.16,164,2.32,236,3.34
28,2015-09-22,7.59,3.27,245,3.15,170,2.18,75.21,0.96,-6.36,-0.08,-239,-3.06
29,2015-09-21,7.35,5.15,541,7.05,123,1.60,418,5.45,-20.11,-0.26,-520,-6.79
