,date,close_price,raise_rate,ma_v,ma_r,ex_v,ex_r,big_v,big_r,mid_v,mid_r,sm_v,sm_r
0,2015-11-06,8.15,2.77,372,3.46,123,1.15,249,2.32,-97.75,-0.91,-274,-2.55
1,2015-11-05,7.93,-1.49,-1976,-19.47,-666,-6.57,-1309,-12.90,391,3.85,1585,15.62
2,2015-11-04,8.05,5.09,301,3.62,71.62,0.86,229,2.76,415,4.98,-716,-8.60
3,2015-11-03,7.66,-0.13,-695,-15.59,-256,-5.74,-439,-9.85,10.62,0.24,684,15.35
4,2015-11-02,7.67,-0.65,-183,-3.42,0,0,-183,-3.42,-492,-9.21,675,12.63
5,2015-10-30,7.72,-1.53,-295,-5.74,-131,-2.56,-163,-3.18,36.64,0.71,258,5.03
6,2015-10-29,7.84,1.55,61.53,1.25,61.12,1.24,4117,0.01,71.98,1.46,-134,-2.71
7,2015-10-28,7.72,-4.81,-1164,-14.83,-254,-3.24,-910,-11.60,-577,-7.35,1741,22.19
8,2015-10-27,8.11,-0.98,-595,-6.30,112,1.18,-707,-7.48,-149,-1.58,745,7.88
9,2015-10-26,8.19,-2.50,-1619,-12.08,-48.59,-0.36,-1571,-11.72,-145,-1.08,1764,13.16
10,2015-10-23,8.40,4.74,1037,8.14,314,2.47,722,5.67,-321,-2.52,-716,-5.62
11,2015-10-22,8.02,7.51,-142,-1.40,41.23,0.41,-183,-1.81,544,5.38,-402,-3.98
12,2015-10-21,7.46,-8.91,-580,-3.20,-463,-2.56,-117,-0.64,-831,-4.59,1411,7.79
13,2015-10-20,8.19,5.27,1330,8.93,882,5.92,448,3.01,-614,-4.13,-715,-4.81
14,2015-10-19,7.78,3.18,1445,8.39,1007,5.84,438,2.54,-621,-3.61,-824,-4.78
15,2015-10-16,7.54,2.59,195,1.97,2992,0,195,1.96,123,1.24,-318,-3.20
16,2015-10-15,7.35,4.11,617,7.24,10.71,0.13,606,7.11,367,4.31,-983,-11.55
17,2015-10-14,7.06,-1.26,-110,-1.53,97.47,1.36,-207,-2.88,-13.59,-0.19,123,1.72
18,2015-10-13,7.15,0.70,-88.56,-1.17,193,2.56,-281,-3.73,-464,-6.15,553,7.33
19,2015-10-12,7.10,5.50,252,2.92,-133,-1.54,386,4.46,261,3.02,-513,-5.93
20,2015-10-09,6.73,2.44,98.51,1.66,-12.25,-0.21,111,1.87,81.02,1.36,-180,-3.02
21,2015-10-08,6.57,4.95,67.30,1.53,-38.33,-0.87,106,2.40,213,4.84,-280,-6.37
22,2015-09-30,6.26,0.64,-63.16,-2.87,-2516,-0.01,-62.90,-2.86,200,9.09,-137,-6.23
23,2015-09-29,6.22,-2.20,-132,-6.01,0,0,-132,-6.01,-95.79,-4.34,228,10.35
24,2015-09-28,6.36,3.25,126,4.91,0,0,126,4.91,170,6.65,-296,-11.56
25,2015-09-25,6.16,-6.24,-776,-16.97,-42.59,-0.93,-733,-16.03,-306,-6.68,1081,23.65
26,2015-09-24,6.57,1.55,-85.13,-1.48,41.21,0.71,-126,-2.19,-157,-2.72,242,4.19
27,2015-09-23,6.47,-0.92,128,2.77,320,6.90,-191,-4.13,-312,-6.72,183,3.95
28,2015-09-22,6.53,1.40,355,5.83,264,4.33,91.04,1.50,-290,-4.77,-64.54,-1.06
29,2015-09-21,6.44,5.06,375,7.91,8.18,0.17,366,7.74,230,4.86,-604,-12.77
